OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
55,55,22,043,GLADES,Glades,FL,577,9,23,61,120,141,84,65,37,30,6,1,0 to 90,39,208,368,1,577,0,0,59,340,3,388,0,398,179,0,0,577,396,2,0,0,106,292,0,398,6,10,43,96,116,65,45,10,5,2,0,0 to 89,38,286,76,22,14,167,208,23,42,0,27,0,0,3,398,292,106,398,0,0,700,0,1100,700,398,3,220,161,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,7123,80,87,448,657,717,1017,1349,1296,869,596,7,0 to 119,59,4058,2988,77,7100,23,0,619,5530,62,1569,41,2144,4968,1,10,7089,1918,219,6,1,1096,1016,25,2137,22,42,229,246,226,314,385,311,209,159,1,0 to 101,54,1549,124,118,346,165,1538,434,219,1,229,1,0,89,2144,1018,1100,2137,7,0,22936,16,25122,22952,2144,89,264,245,54,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,18635,221,395,1571,2138,2025,2441,3144,3264,2271,1107,58,0 to 119,56,10287,8098,250,18366,269,0,812,16485,190,2641,115,6025,12585,1,24,18344,5893,81,45,6,3130,2715,129,5974,71,212,951,1052,881,854,762,566,400,259,17,0 to 104,42,2366,354,499,2755,558,2083,3333,393,18,361,12,2,130,6025,2744,3152,5974,51,0,65468,222,71763,65690,6025,130,1059,954,42,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3540,97,218,369,536,548,599,592,330,173,74,4,0 to 102,45,1459,1964,117,3527,13,0,178,2252,48,1302,23,1321,2212,2,5,3520,1185,133,3,0,544,771,3,1318,41,120,182,258,251,202,157,75,24,11,0,0 to 97,36,823,132,76,287,650,352,316,195,1,99,1,0,16,1321,772,546,1318,3,0,8073,13,9415,8086,1321,16,1363,1229,36,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,4875,75,94,339,511,584,701,905,889,534,235,8,0 to 119,56,2833,1988,54,4835,40,0,335,3825,37,808,63,989,3880,0,6,4829,855,124,10,0,541,432,6,979,16,42,137,143,123,158,153,131,63,21,2,0 to 94,47,565,158,177,79,141,733,105,141,4,82,2,1,13,989,438,545,979,10,0,13434,30,14473,13464,989,13,1164,1129,47,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,3669,134,212,534,660,593,525,461,264,164,115,7,0 to 104,39,1806,1850,13,3667,2,0,404,1753,32,1619,23,1709,1959,0,1,3666,1659,50,0,0,760,945,4,1709,56,111,279,349,307,254,175,98,51,29,0,0 to 101,37,1364,192,62,91,1169,462,78,272,0,149,0,0,37,1709,945,760,1709,0,0,6399,2,8126,6401,1709,37,2306,1879,37,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,8132,119,231,760,891,871,1036,1233,1295,950,729,17,0 to 119,56,4836,3234,62,8060,72,0,366,5972,77,2191,94,2424,5655,1,52,8009,2391,18,13,2,1297,1073,39,2409,42,126,381,386,335,334,276,207,184,151,2,0 to 101,42,1013,250,268,878,421,891,1097,297,6,181,3,0,51,2424,1081,1304,2409,15,0,23807,56,26303,23863,2424,51,2262,1777,42,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,152050,3584,5774,15004,24402,24188,25583,25073,15916,8164,4136,226,0 to 119,46,81751,68842,1457,150285,1765,0,8226,113780,2336,36712,1281,60058,91796,29,167,150092,56372,3165,488,33,30902,28411,224,59537,1272,3109,8762,11669,10454,9808,8002,3980,1962,1009,31,0 to 102,39,21505,15374,5883,16775,20134,23194,16209,6834,86,3595,66,25,782,60058,28751,31077,59537,521,0,359373,1311,421472,360684,60058,782,24778,24409,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,24823,542,746,2829,3740,3072,3310,4160,3346,1907,1065,106,0 to 119,49,14481,10177,165,21384,3439,0,1207,21206,183,3230,213,8515,16294,1,13,21370,7540,89,886,0,4136,3370,123,7629,104,319,1589,1640,1224,1083,1090,722,471,262,11,0 to 105,38,3001,1988,576,2064,273,4999,2357,852,9,503,8,7,111,8515,3744,4648,7629,886,0,57269,2632,68456,59901,8515,111,1182,1102,38,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,2531,61,134,393,347,332,312,364,228,202,147,11,0 to 119,44,1392,1120,19,2519,12,0,281,1502,2,854,17,989,1540,0,2,2517,923,62,4,0,482,501,2,985,31,85,193,160,168,121,130,44,42,15,0,0 to 94,36,655,103,133,94,469,402,114,135,1,90,3,0,7,989,502,485,985,4,0,5391,8,6401,5399,989,7,1004,923,36,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,827,5,15,59,113,101,117,169,148,82,18,0,0 to 95,55,388,437,2,822,5,0,23,599,0,217,18,276,549,0,2,820,268,6,2,0,66,208,0,274,0,5,20,72,55,47,49,18,8,2,0,6 to 85,41,110,75,4,85,15,169,90,10,0,4,0,0,2,276,208,68,274,2,0,2903,3,3189,2906,276,2,148,147,41,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,18611,271,354,2573,3579,2651,2581,2862,2070,991,612,67,0 to 119,44,10666,7808,137,18310,301,0,1001,16522,61,2034,122,3952,14650,6,3,18301,3744,155,41,12,2139,1752,8,3899,63,151,1079,904,489,461,397,250,106,50,2,0 to 103,31,1313,1141,501,944,505,2302,1092,305,11,159,11,1,25,3952,1782,2161,3899,53,0,65111,257,69343,65368,3952,25,237,215,31,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,13699,187,426,1562,1552,1996,2277,2307,1896,1006,472,18,0 to 119,50,7393,6118,188,13641,58,0,781,10620,208,2620,289,3512,10134,10,43,13589,3159,314,35,4,1748,1691,34,3473,36,116,790,502,509,561,510,262,146,79,1,0 to 101,41,2261,259,212,741,253,2328,892,284,5,181,5,0,33,3512,1710,1767,3473,39,0,36265,18,39827,36283,3512,33,2724,2684,41,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,1988,11,22,192,283,290,288,255,163,220,254,10,0 to 119,51,1230,726,32,440,1548,0,5,1762,0,29,17,646,1337,1,4,436,196,3,442,5,91,96,12,199,11,18,121,139,117,105,80,28,15,5,7,0 to 82,36,48,28,22,101,69,30,100,0,4,0,2,1,0,646,308,314,199,447,0,4072,1097,5851,5169,646,0,4952,4950,36,0,0
70,69,998,998,A State,State,FL,1361106,23510,39351,138503,209072,197653,212848,217753,166193,96237,47291,12695,-6 to 225,48,736803,611531,12772,1343224,17874,8,78103,1092832,0,255147,10317,510389,847013,379,3325,1339564,487846,16922,5415,206,258677,242308,3783,504768,8563,19862,77605,98929,84056,81589,65942,38186,21883,12693,1081,0 to 110,40,197198,75772,56064,175734,133539,172943,198286,49786,586,29131,384,124,7747,510389,245108,261319,504760,5621,8,3334274,12673,3863276,3346974,510389,7747,151740,138792,40,0,0
