OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,1283,30,49,115,163,178,204,241,186,90,26,1,0 to 101,50,588,693,2,1268,15,0,33,842,41,580,28,620,661,1,1,1267,530,78,12,0,201,407,0,608,8,18,62,105,91,116,114,66,27,13,0,0 to 98,47,251,305,39,13,30,536,42,58,2,36,0,0,9,620,414,206,608,12,0,3486,1,4121,3487,620,9,450,413,{862C7BAB-C64B-458C-A6FA-56543968D206},9,97,106,0.0849056603773585,47,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,2233,110,198,259,282,298,324,297,254,133,70,8,0 to 99,43,1297,932,4,2197,36,0,113,1109,53,1259,75,1053,1178,1,1,2195,704,332,15,2,572,464,0,1036,39,79,127,147,157,180,143,100,42,39,0,0 to 99,43,335,616,56,29,55,891,90,168,1,51,2,2,24,1053,468,585,1036,17,0,5254,19,6337,5273,1053,24,1301,1202,{89851E42-542B-499A-AC7E-D8F5369F3D0B},1,74,75,0.0133333333333333,43,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2551,14,55,254,705,592,442,314,115,42,9,9,0 to 105,38,387,2160,4,2551,0,0,28,1924,1,329,10,523,2028,0,0,2551,487,36,0,0,142,381,0,523,6,17,93,101,90,99,79,23,13,2,0,0 to 86,39,349,126,28,20,28,379,116,37,0,12,0,0,10,523,381,142,523,0,0,3140,0,3663,3140,523,10,563,539,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},2,15,17,0.117647058823529,39,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2587,47,81,241,622,509,412,315,217,89,51,3,0 to 118,40,713,1859,15,2575,12,0,80,1921,9,896,15,890,1696,0,1,2575,748,134,4,4,307,575,0,882,28,55,110,177,155,147,123,61,24,10,0,0 to 91,40,384,428,59,11,114,636,132,103,1,35,0,0,9,890,579,311,882,8,0,4755,3,5650,4758,890,9,181,179,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},2,27,29,0.0689655172413793,40,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,9723,122,249,1227,1563,1488,1641,1553,1025,544,259,52,0 to 119,46,5062,4597,64,9543,180,0,1382,4656,28,5994,251,6436,3262,1,24,9519,6128,149,157,2,3152,3096,29,6277,71,169,983,1186,1057,1076,921,580,295,97,1,0 to 99,42,3667,637,862,1111,492,4301,1484,765,21,367,10,6,126,6436,3182,3225,6277,159,0,30651,30,37190,30681,6436,126,1384,1377,{A66F3B06-8EE0-4DEC-843E-F41D712AAD2F},23,346,369,0.0623306233062331,42,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,7257,157,290,714,1063,1122,1097,1213,890,451,250,10,0 to 119,47,3245,3958,54,7231,26,0,973,3054,63,4150,47,4100,3151,0,6,7225,3688,399,10,3,1426,2658,3,4087,70,156,485,712,742,688,598,388,189,71,1,0 to 102,43,2495,1211,179,202,253,3576,258,139,1,237,2,0,71,4100,2666,1431,4087,13,0,14396,13,18565,14409,4100,71,901,900,{6958D394-62B5-4F73-A62A-0FA2389D4FB3},17,183,200,0.085,43,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,2831,64,125,357,531,497,460,388,238,128,41,2,0 to 103,41,1236,1567,28,2771,60,0,306,1615,16,1150,26,1681,1115,0,35,2736,1397,282,0,2,568,1111,0,1679,9,48,202,356,353,287,222,130,61,13,0,0 to 103,40,881,227,55,516,18,1043,618,120,0,83,0,0,17,1681,1111,570,1679,2,0,6950,55,8713,7005,1681,17,1853,1852,{393E3BC9-079E-4AD6-9162-D77EE72FEB59},9,65,74,0.121621621621622,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1756,32,90,194,250,250,292,258,236,108,45,1,0 to 119,47,911,833,12,1732,24,0,71,894,5,693,101,836,917,0,3,1729,703,118,12,3,375,444,2,821,15,39,113,146,135,139,109,83,38,19,0,0 to 101,42,614,87,54,66,34,673,114,54,0,30,0,0,11,836,448,386,821,15,0,4712,9,5567,4721,836,11,1005,999,{BD5E2BC2-C55E-45E6-8687-0C7528780CD1},18,25,43,0.418604651162791,42,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,11938,250,498,1358,1355,1449,1600,1896,1709,1240,564,19,0 to 100,51,6083,5496,359,11824,114,0,1061,7604,82,4150,142,5169,6711,2,56,11768,5109,26,34,0,2542,2567,26,5135,114,283,871,798,774,778,619,387,329,214,2,0 to 100,41,2455,273,1182,1225,1885,2204,1046,705,4,410,3,1,154,5169,2587,2556,5135,34,0,35065,77,40356,35142,5169,154,4154,4143,{14DC1D1D-CE53-4995-9CF2-039FE1559F59},34,459,493,0.0689655172413793,41,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,97408,2307,4175,13280,16357,14513,14744,13901,9812,5248,2534,537,0 to 119,43,53820,42862,726,96826,582,0,6471,75320,458,19029,763,45276,51536,19,577,96231,44316,712,241,6,23864,20841,323,45028,933,2120,8444,8997,7086,6762,5111,2845,1616,932,429,0 to 110,37,16893,5810,6543,15782,11541,15361,18126,3671,29,1974,20,5,745,45275,20950,23994,45028,247,0,301257,341,347402,301598,45275,745,15873,15527,{12BE5E4E-9D96-4B8E-8617-77C84F3BC487},269,4098,4367,0.0615983512708954,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,26993,536,1161,2856,3381,3379,3687,4318,4114,2490,958,113,0 to 119,50,14887,11790,316,26611,382,0,3998,18549,177,9464,181,12488,14487,3,15,26593,12261,88,139,0,6484,5747,118,12349,278,806,2052,2119,1955,1826,1545,992,600,306,9,0 to 101,40,6654,1245,2151,2299,3634,5906,2809,810,10,853,8,2,319,12488,5814,6550,12349,139,0,102655,273,115498,102928,12488,319,1587,1487,{0AD77407-CEAA-4C6B-9E84-485E7D0FA9CC},120,2407,2527,0.0474871388998813,40,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,14599,232,639,1774,1839,2188,2418,2267,1775,1031,410,26,0 to 102,47,7987,6366,246,14565,34,0,1624,8557,130,4035,223,5685,8881,1,32,14532,5470,198,16,0,2944,2671,53,5668,60,217,890,834,957,988,775,499,317,146,1,0 to 102,43,3368,850,476,974,514,4040,1114,929,2,392,3,0,115,5684,2680,2951,5668,16,0,47296,18,53028,47314,5684,115,5019,4984,{D8B9952E-371D-460F-96AE-4666BDB4AD84},59,707,766,0.077023498694517,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,2840,105,324,503,487,377,407,302,204,97,34,0,0 to 95,35,1449,1368,23,2831,9,0,98,881,2,2007,27,1524,1310,1,5,2825,1067,450,6,1,732,780,5,1517,40,133,296,286,230,249,151,88,42,9,0,0 to 93,35,1093,123,213,88,911,504,102,194,3,135,4,1,11,1524,785,734,1517,7,0,6943,2,8478,6945,1524,11,2493,2392,{30DCFC30-6A6D-4712-9819-F2940D3F56ED},6,77,83,0.072289156626506,35,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,29241,411,1109,2795,3952,3961,4231,4538,4328,2768,1131,17,0 to 168,50,17575,11624,42,29200,41,0,5874,12472,177,13075,322,10416,18799,1,25,29174,10060,336,19,1,6141,4248,7,10396,136,400,1301,1839,1815,1646,1395,970,592,319,3,0 to 106,43,6786,1972,932,706,1426,7871,1099,1595,6,1029,1,0,334,10416,4254,6154,10396,20,0,69494,21,80040,69515,10416,334,5071,4909,{76CC1B01-DF08-469D-A322-71F8D05597D9},75,1043,1118,0.0670840787119857,43,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,32323,372,864,3039,4026,3850,4707,5994,5206,2817,1362,86,0 to 119,53,17908,13943,472,32153,170,0,2430,23473,230,9567,457,11903,20362,0,58,32095,10847,969,81,6,6214,5560,42,11816,150,427,1873,2007,1633,1760,1708,1237,693,410,5,0 to 103,44,5822,1541,2370,2083,1933,7156,2727,1585,20,911,11,1,304,11903,5604,6257,11816,87,0,91211,85,103329,91296,11903,304,5751,5131,{3B926974-437E-4986-9BFF-D87D276166F4},85,1466,1551,0.0548033526756931,43,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1753,35,98,178,232,338,236,265,211,111,48,1,0 to 118,44,838,911,4,1752,1,0,108,715,6,996,11,867,886,0,0,1752,787,79,1,0,317,549,0,866,7,38,93,138,182,132,131,90,45,11,0,0 to 91,43,632,187,28,19,54,774,38,84,0,59,0,0,11,867,549,318,866,1,0,4641,0,5520,4641,867,11,885,830,{2691DAEB-CC0B-4ABC-A209-FE46CE33086C},4,122,126,0.0317460317460317,43,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,23389,435,769,2127,2731,2762,3191,3672,3770,2573,940,419,0 to 103,53,12467,10142,780,23215,174,0,1684,17892,222,4845,191,8130,15075,3,181,23033,7956,120,53,1,4227,3742,107,8076,148,335,1205,1296,1194,1212,1091,848,538,256,7,0 to 103,43,3351,1009,1634,2082,1361,4278,2437,1060,16,683,9,2,216,8130,3771,4249,8076,54,0,83334,122,91691,83456,8130,216,4056,3767,{9712F6A1-E709-4877-97E2-3FE2EADA2B79},49,965,1014,0.0483234714003945,43,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,3012,76,174,381,386,344,418,493,390,254,92,4,0 to 118,48,1704,1297,11,3005,7,0,270,1572,16,1480,39,1100,1912,0,0,3005,1003,91,3,3,564,529,1,1094,25,74,197,163,142,163,142,117,61,14,2,0 to 99,41,648,170,184,92,224,751,119,123,0,86,0,0,11,1100,533,566,1094,6,0,8063,1,9173,8064,1100,11,1587,1537,{E8B9FC01-E14C-4049-BABC-F4AA93256EA0},4,112,116,0.0344827586206897,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,6617,50,141,283,501,569,655,887,1972,1283,209,67,0 to 119,66,3209,3277,131,6536,81,0,431,4205,164,2421,189,2742,3845,0,30,6506,2509,223,9,1,1165,1556,11,2732,12,78,175,318,391,385,371,543,359,83,27,0 to 99,54,1428,498,140,666,133,1654,945,426,2,270,0,0,79,2742,1559,1172,2732,10,0,23085,70,25925,23155,2742,79,1300,1288,{A985CCBC-BA3E-4854-ACDF-8E9CD885E5AA},11,394,405,0.0271604938271605,54,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,26343,489,989,3371,3922,3762,4065,3966,3148,1547,877,207,0 to 119,46,14692,11451,200,26273,70,0,2097,19157,246,5807,237,9674,16478,1,190,26086,9562,75,37,0,5100,4497,40,9637,167,368,1945,1861,1435,1401,1082,681,374,357,3,0 to 108,38,6686,1260,1369,322,2662,6622,353,1122,7,715,3,0,233,9674,4509,5123,9637,37,0,81041,33,90815,81074,9674,233,6538,6297,{5A9B725E-B5BC-4433-A9C5-F30390148C62},66,1267,1333,0.0495123780945236,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,100693,1939,3094,13104,18144,16489,15977,14637,9709,4704,1950,946,0 to 120,43,53997,45945,751,99385,1307,1,6659,74883,585,17815,804,43302,56967,4,420,98962,42650,189,457,6,21870,20578,391,42839,707,1535,8479,9716,7482,6254,4670,2442,1311,657,49,0 to 106,36,14362,6728,8910,12839,11463,14201,17175,2757,55,1488,43,6,530,43302,20812,22087,42838,463,1,334878,843,379345,335721,43302,530,7195,6966,{E33D02E5-646C-40C2-B9D7-442237FBB181},257,5297,5554,0.0462729564277998,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,8195,127,343,787,869,810,1045,1390,1430,993,396,5,0 to 222,56,4707,3360,128,8174,21,0,543,4231,119,3483,72,3031,5107,2,55,8119,2002,1016,5,7,1687,1328,3,3018,35,111,393,346,329,441,516,404,300,154,1,0 to 100,52,2402,177,220,219,147,2542,329,284,1,311,1,1,126,3030,1337,1690,3018,12,0,25056,7,28104,25063,3030,126,4608,4165,{3C97198A-A027-4923-A8F8-CE1FAFD29127},30,305,335,0.0895522388059701,52,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,8047,129,302,870,1030,984,1152,1277,1018,750,534,1,0 to 106,51,4715,3320,12,8014,33,0,735,4434,66,3990,68,3425,4617,0,5,8009,2860,546,17,2,1885,1520,1,3406,37,115,431,481,455,522,491,396,289,208,0,0 to 101,49,2632,300,464,10,621,2755,30,572,2,432,3,1,154,3425,1525,1898,3406,19,0,27107,14,30565,27121,3425,154,4353,4302,{6EB18EB2-9734-45D8-9BA1-42EEE8F524AF},41,686,727,0.0563961485557084,49,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,59255,651,1278,5383,8401,7332,8659,10562,8750,5203,2963,73,0 to 120,52,33499,25688,68,58824,431,0,6413,41667,411,22642,746,23982,35250,2,21,58801,23254,557,162,9,12829,10971,11,23811,317,857,3411,4468,3282,3471,3519,2254,1388,1012,3,0 to 105,43,15290,4216,2295,2010,2819,16595,4397,3326,36,2428,26,4,798,23982,11060,12911,23811,171,0,214981,275,239396,215256,23982,798,1718,1627,{9A6AE3E8-4AEA-4D85-A26A-0191E0A5371A},241,3750,3991,0.0603858682034578,43,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,4890,120,252,605,695,728,693,721,514,323,228,11,0 to 118,45,2386,2453,51,4872,18,0,147,1820,110,2723,55,2916,1970,0,4,4868,2692,206,15,3,1130,1760,8,2898,57,152,420,460,499,455,398,242,145,87,1,0 to 102,42,1756,594,426,122,532,2158,208,336,2,155,0,0,77,2916,1766,1142,2898,18,0,9027,0,11991,9027,2916,77,1156,1152,{50957D1D-0570-4E74-922C-4AB5F585C01C},20,117,137,0.145985401459854,42,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,80635,1518,2957,9750,14451,11990,12137,12494,8627,4347,2208,156,0 to 119,44,43763,35608,1264,79721,914,0,5032,62831,454,12352,376,32772,47595,14,254,79457,30223,2165,359,25,17183,14832,373,32388,535,1480,5312,7050,5149,4824,4046,2426,1237,693,20,0 to 103,38,9822,10429,3834,8303,2665,19019,10704,2245,44,1201,25,20,505,32772,15025,17362,32388,384,0,264327,546,297893,264873,32772,505,9980,9867,{E178A8CF-16FC-449E-ABF2-A69CFAD303D5},143,3043,3186,0.0448838669177652,38,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,1587,13,24,158,428,370,208,160,105,66,54,1,0 to 119,39,401,1181,5,1587,0,0,17,920,0,1227,3,1260,324,0,3,1584,1213,47,0,0,192,1068,0,1260,7,15,108,393,326,177,123,67,25,19,0,1 to 98,37,853,349,39,19,151,1026,83,45,0,24,0,0,15,1260,1068,192,1260,0,0,1511,0,2784,1511,1260,15,356,356,{FFDA6C44-8232-4BA9-A8D7-1995D8FD20D3},2,10,12,0.166666666666667,37,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1811,50,135,192,247,212,294,331,222,97,31,0,0 to 94,47,865,942,4,1748,63,0,120,608,1,871,34,921,884,0,6,1742,907,4,10,0,362,549,0,911,20,55,89,146,130,165,179,98,28,11,0,0 to 94,46,599,276,16,20,42,819,50,128,3,53,2,0,15,921,556,365,911,10,0,5076,55,6058,5131,921,15,931,927,{35DF54B7-4874-405B-8EF3-9E45948BA616},1,28,29,0.0344827586206897,46,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,2288,35,107,207,235,310,309,585,372,104,24,0,0 to 118,53,684,1599,5,2288,0,0,248,1116,4,1174,5,1077,1211,0,0,2288,861,216,0,0,274,803,0,1077,14,35,112,149,192,160,233,132,40,10,0,0 to 93,47,735,291,32,19,35,994,48,61,0,56,0,0,27,1077,803,274,1077,0,0,8812,0,9905,8812,1077,27,1074,1073,{254BD11B-C8FE-4E18-B61D-A60A5658D980},11,39,50,0.22,47,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,2859,66,153,353,375,363,419,503,313,196,112,6,0 to 118,47,1604,1243,12,2856,3,0,338,1344,34,1330,4,1201,1654,0,4,2852,890,310,1,0,584,616,0,1200,19,60,163,180,170,190,210,121,64,24,0,0 to 107,45,798,286,59,57,34,1072,94,142,0,72,0,0,12,1201,617,584,1200,1,0,6098,2,7321,6100,1201,12,1820,1789,{588F1D06-056B-4AF5-A2E7-A5366C833BA5},4,47,51,0.0784313725490196,45,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,3029,65,242,425,403,446,494,449,308,146,49,2,0 to 102,43,1513,1507,9,3019,10,0,194,1329,13,1644,80,1243,1783,1,2,3016,1186,49,7,1,500,732,3,1235,16,65,201,215,217,230,173,82,33,11,0,0 to 102,40,826,227,102,80,61,1048,126,128,0,60,1,0,10,1243,734,506,1235,8,0,9615,2,10905,9617,1243,10,1856,1781,{72742CEE-2B13-49F0-BE2B-615F9835DD19},11,169,180,0.0611111111111111,40,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,29327,365,790,2711,3377,3417,4077,5903,4924,2741,974,48,0 to 119,54,16374,12833,120,29275,52,0,2186,22968,107,8725,326,10349,18971,0,7,29268,10098,205,42,4,5536,4724,43,10303,109,396,1663,1604,1400,1425,1569,1048,680,453,2,0 to 105,44,5645,1190,875,2593,1148,6087,3068,1621,11,951,4,1,345,10349,4748,5558,10303,46,0,104732,14,115163,104746,10349,345,2910,2852,{943DB4A8-472C-444E-B81A-0E7CF9758CA2},81,1239,1320,0.0613636363636364,45,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,40013,1002,2022,4654,6103,5938,5868,5672,4569,2817,1257,111,0 to 119,45,22087,17661,265,39846,167,0,6072,24561,231,15774,428,21713,18213,1,86,39759,19415,2206,76,16,11531,9946,144,21621,459,1232,3221,3814,3595,3235,2714,1735,1098,598,12,0 to 103,40,12302,3851,1873,3595,6147,10781,4693,3048,18,2256,14,2,582,21713,9986,11582,21621,92,0,127982,79,149896,128061,21713,582,9408,8842,{233F5CAC-222A-4EE3-81FE-76BB2A2139F5},142,1997,2139,0.0663861617578308,40,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,26878,479,1427,3151,4409,4451,4510,3803,2631,1324,515,178,0 to 155,43,14561,12179,138,26760,118,0,3914,15647,390,8999,384,13436,13208,2,232,26528,13246,101,87,2,7004,6294,49,13347,231,738,2002,2556,2424,2298,1523,919,505,229,11,0 to 105,39,5178,842,4318,3009,6993,2923,3431,1276,14,729,10,2,181,13436,6350,7036,13347,89,0,78727,28,92330,78755,13436,181,7166,6659,{98FBCDAD-181A-4269-A498-787173F6E740},81,1447,1528,0.0530104712041885,39,3.375268581975384,0.3579282820217912
