OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,1290,30,50,115,165,177,204,241,189,91,27,1,0 to 101,50,591,697,2,1275,15,0,40,835,41,593,28,626,662,1,1,1274,536,78,12,0,205,409,0,614,8,18,62,107,91,116,114,68,28,14,0,0 to 98,47,254,308,39,13,30,542,42,58,2,36,0,0,9,626,416,210,614,12,0,3490,1,4131,3491,626,9,455,418,{862C7BAB-C64B-458C-A6FA-56543968D206},1,13,14,0.0714285714285714,47,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,2241,110,201,260,284,298,326,297,254,133,70,8,0 to 99,43,1298,939,4,2205,36,0,113,1108,53,1266,75,1059,1180,1,1,2203,704,338,15,2,573,469,0,1042,39,82,127,149,157,181,143,100,42,39,0,0 to 99,42,341,616,56,29,55,897,90,168,1,51,2,2,24,1059,473,586,1042,17,0,5262,19,6351,5281,1059,24,1309,1210,{89851E42-542B-499A-AC7E-D8F5369F3D0B},0,11,11,0,43,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2554,14,56,254,705,592,442,315,116,42,9,9,0 to 105,38,390,2160,4,2554,0,0,28,1926,1,330,10,525,2029,0,0,2554,489,36,0,0,144,381,0,525,6,18,93,101,90,99,79,24,13,2,0,0 to 86,39,351,126,28,20,28,381,116,37,0,13,0,0,10,525,381,144,525,0,0,3148,0,3673,3148,525,10,565,541,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},1,9,10,0.1,39,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2586,47,81,240,622,509,412,315,217,89,51,3,0 to 118,40,713,1858,15,2574,12,0,80,1920,9,897,15,889,1696,0,1,2574,747,134,4,4,307,574,0,881,28,55,109,177,155,147,123,61,24,10,0,0 to 91,40,383,428,59,11,114,636,131,103,1,35,0,0,9,889,578,311,881,8,0,4757,3,5651,4760,889,9,181,179,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},0,10,10,0,40,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,9750,123,251,1236,1567,1491,1645,1556,1026,544,259,52,0 to 119,46,5075,4611,64,9566,184,0,1384,4655,28,6012,256,6450,3273,1,26,9541,6139,149,160,2,3158,3101,29,6288,72,170,987,1190,1059,1077,922,580,295,97,1,0 to 99,42,3676,636,863,1113,493,4307,1488,765,21,366,10,6,128,6450,3189,3232,6288,162,0,30828,30,37381,30858,6450,128,1392,1385,{A66F3B06-8EE0-4DEC-843E-F41D712AAD2F},3,149,152,0.0197368421052632,42,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,7268,157,292,713,1064,1126,1099,1216,890,451,250,10,0 to 119,47,3251,3963,54,7242,26,0,974,3056,63,4159,47,4108,3154,0,6,7236,3696,399,10,3,1429,2663,3,4095,70,156,484,713,745,690,601,388,189,71,1,0 to 102,43,2500,1214,181,200,253,3584,258,140,1,239,2,0,71,4108,2671,1434,4095,13,0,14439,13,18616,14452,4108,71,911,910,{6958D394-62B5-4F73-A62A-0FA2389D4FB3},2,99,101,0.0198019801980198,43,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,2854,65,126,363,533,501,463,391,239,128,43,2,0 to 103,41,1248,1578,28,2794,60,0,314,1615,16,1164,26,1691,1126,0,37,2757,1407,282,0,2,573,1116,0,1689,9,48,204,356,354,288,225,131,61,15,0,0 to 103,40,885,227,55,522,18,1046,625,122,0,83,0,0,17,1691,1116,575,1689,2,0,6980,55,8754,7035,1691,17,1891,1890,{393E3BC9-079E-4AD6-9162-D77EE72FEB59},6,83,89,0.0674157303370786,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1756,32,90,193,250,250,292,258,237,108,45,1,0 to 119,47,912,834,10,1732,24,0,70,887,5,698,102,836,918,0,2,1730,703,118,12,3,376,445,0,821,15,39,112,147,135,139,109,83,38,19,0,0 to 101,42,615,87,54,65,34,674,113,54,0,30,0,0,11,836,449,387,821,15,0,4719,9,5574,4728,836,11,1052,1046,{BD5E2BC2-C55E-45E6-8687-0C7528780CD1},1,11,12,0.0833333333333333,42,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,11959,250,500,1364,1357,1453,1600,1899,1711,1241,565,19,0 to 100,51,6090,5510,359,11845,114,0,1062,7608,82,4159,142,5181,6720,2,56,11789,5121,26,34,0,2547,2573,27,5147,114,284,874,799,776,778,621,388,330,215,2,0 to 100,41,2463,274,1183,1227,1885,2210,1052,708,4,412,3,1,158,5181,2593,2561,5147,34,0,35276,77,40579,35353,5181,158,4176,4165,{14DC1D1D-CE53-4995-9CF2-039FE1559F59},9,164,173,0.0520231213872832,41,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,97720,2312,4200,13353,16415,14550,14784,13947,9831,5256,2535,537,0 to 119,43,53978,43015,727,97137,583,0,6537,75406,458,19263,768,45539,51580,20,581,96537,44577,713,242,6,23999,20968,323,45290,933,2129,8497,9057,7121,6798,5153,2864,1623,934,429,0 to 110,37,17049,5829,6581,15831,11611,15492,18187,3689,29,1982,20,5,751,45538,21077,24130,45290,248,0,303159,342,349573,303501,45538,751,15965,15619,{12BE5E4E-9D96-4B8E-8617-77C84F3BC487},85,1652,1737,0.0489349453080023,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,27102,538,1169,2869,3398,3392,3707,4334,4125,2496,961,113,0 to 119,50,14946,11840,316,26719,383,0,4034,18549,177,9550,190,12584,14498,3,17,26699,12356,88,140,0,6535,5789,120,12444,280,814,2063,2133,1968,1844,1558,1001,606,308,9,0 to 101,40,6717,1249,2158,2320,3646,5954,2844,811,10,855,8,2,320,12584,5856,6603,12444,140,0,103217,273,116157,103490,12584,320,1639,1539,{0AD77407-CEAA-4C6B-9E84-485E7D0FA9CC},47,567,614,0.0765472312703583,40,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,14664,232,649,1782,1846,2197,2425,2277,1782,1036,412,26,0 to 102,47,8019,6399,246,14630,34,0,1622,8592,130,4047,223,5746,8887,1,30,14599,5531,198,16,0,2973,2702,54,5729,61,221,896,839,966,997,785,509,322,148,1,0 to 102,43,3404,855,476,994,517,4075,1137,931,2,392,3,0,116,5745,2711,2980,5729,16,0,47636,18,53429,47654,5745,116,5062,5027,{D8B9952E-371D-460F-96AE-4666BDB4AD84},24,275,299,0.0802675585284281,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,2860,106,332,506,489,381,408,303,204,97,34,0,0 to 95,34,1462,1375,23,2851,9,0,98,885,2,2024,27,1534,1320,1,5,2845,1072,455,6,1,740,782,5,1527,40,134,298,288,233,250,152,88,42,9,0,0 to 93,35,1101,123,215,88,917,508,102,194,3,135,4,1,13,1534,787,742,1527,7,0,6958,2,8503,6960,1534,13,2511,2410,{30DCFC30-6A6D-4712-9819-F2940D3F56ED},1,19,20,0.05,35,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,29301,411,1120,2799,3960,3966,4239,4548,4337,2772,1132,17,0 to 168,50,17610,11649,42,29260,41,0,5875,12459,177,13154,326,10458,18817,1,25,29234,10094,344,19,1,6165,4266,7,10438,136,403,1303,1845,1816,1652,1404,979,596,321,3,0 to 106,43,6821,1976,938,703,1432,7903,1103,1604,6,1034,1,0,335,10458,4272,6178,10438,20,0,69870,21,80458,69891,10458,335,5111,4949,{76CC1B01-DF08-469D-A322-71F8D05597D9},14,344,358,0.0391061452513966,43,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,32413,375,869,3053,4036,3864,4720,6004,5220,2824,1362,86,0 to 119,53,17959,13986,468,32243,170,0,2429,23526,230,9582,457,11976,20379,0,58,32185,10918,971,81,6,6255,5594,40,11889,153,429,1883,2015,1643,1772,1716,1250,700,410,5,0 to 103,44,5850,1542,2401,2096,1939,7194,2756,1588,20,913,11,1,307,11976,5638,6298,11889,87,0,91947,85,104141,92032,11976,307,5782,5162,{3B926974-437E-4986-9BFF-D87D276166F4},33,600,633,0.0521327014218009,43,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1754,35,98,178,233,338,236,265,211,111,48,1,0 to 118,44,838,912,4,1753,1,0,108,714,6,1001,11,868,886,0,0,1753,788,79,1,0,317,550,0,867,7,38,93,139,182,132,131,90,45,11,0,0 to 91,43,633,187,28,19,54,775,38,85,0,59,0,0,11,868,550,318,867,1,0,4653,0,5533,4653,868,11,885,830,{2691DAEB-CC0B-4ABC-A209-FE46CE33086C},0,9,9,0,43,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,23450,435,774,2131,2745,2771,3193,3682,3784,2580,937,418,0 to 103,53,12489,10181,780,23275,175,0,1686,17933,222,4865,191,8195,15073,3,179,23095,8020,120,54,1,4254,3777,109,8140,148,339,1209,1307,1202,1220,1102,859,544,258,7,0 to 103,43,3372,1013,1638,2117,1364,4306,2470,1071,16,691,9,2,218,8195,3807,4276,8140,55,0,83843,122,92265,83965,8195,218,4062,3773,{9712F6A1-E709-4877-97E2-3FE2EADA2B79},28,394,422,0.0663507109004739,43,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,3013,76,174,381,386,344,419,493,390,254,92,4,0 to 118,48,1705,1297,11,3006,7,0,270,1568,16,1485,40,1101,1912,0,0,3006,1004,91,3,3,565,529,1,1095,25,74,197,163,142,164,142,117,61,14,2,0 to 99,41,649,170,185,91,225,751,119,123,0,86,0,0,11,1101,533,567,1095,6,0,8098,1,9209,8099,1101,11,1592,1542,{E8B9FC01-E14C-4049-BABC-F4AA93256EA0},0,29,29,0,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,6630,50,141,283,501,570,655,888,1981,1286,208,67,0 to 119,66,3215,3285,130,6549,81,0,431,4215,164,2426,189,2754,3846,0,30,6519,2517,227,9,1,1171,1562,11,2744,12,78,175,318,392,385,372,552,361,82,27,0 to 99,55,1437,499,142,666,134,1664,946,426,2,270,0,0,80,2754,1565,1178,2744,10,0,23204,70,26057,23274,2754,80,1304,1292,{A985CCBC-BA3E-4854-ACDF-8E9CD885E5AA},0,108,108,0,54,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,26418,490,1000,3389,3937,3768,4071,3971,3155,1549,881,207,0 to 119,46,14721,11497,200,26348,70,0,2107,19171,246,5869,237,9737,16486,1,194,26157,9625,75,37,0,5126,4535,39,9700,167,374,1960,1875,1440,1406,1088,687,375,362,3,0 to 108,38,6699,1268,1377,356,2669,6642,389,1125,7,716,3,0,235,9737,4547,5149,9700,37,0,81527,33,91365,81560,9737,235,6556,6315,{5A9B725E-B5BC-4433-A9C5-F30390148C62},26,487,513,0.050682261208577,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,101006,1942,3100,13225,18194,16532,16017,14662,9723,4712,1954,945,0 to 120,43,54133,46097,776,99699,1306,1,6677,75074,585,17899,808,43621,56959,4,422,99274,42969,190,456,6,22017,20741,401,43159,712,1542,8602,9764,7526,6291,4702,2456,1316,661,49,0 to 106,36,14704,6844,9020,12591,11595,14416,17148,2765,55,1490,43,6,534,43621,20974,22235,43158,462,1,337470,843,382257,338313,43621,534,7213,6984,{E33D02E5-646C-40C2-B9D7-442237FBB181},132,1903,2035,0.0648648648648649,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,8223,127,346,794,871,812,1049,1395,1432,996,396,5,0 to 222,55,4723,3372,128,8202,21,0,556,4224,119,3515,72,3046,5119,2,56,8146,2016,1017,5,7,1694,1336,3,3033,35,112,394,347,331,444,519,406,302,154,1,0 to 100,52,2416,177,222,218,148,2554,331,285,1,313,1,1,131,3045,1345,1697,3033,12,0,25178,7,28241,25185,3045,131,4661,4218,{3C97198A-A027-4923-A8F8-CE1FAFD29127},5,125,130,0.0384615384615385,52,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,8092,129,304,875,1032,989,1161,1285,1026,755,535,1,0 to 106,51,4741,3339,12,8059,33,0,736,4441,66,4033,68,3458,4629,0,5,8054,2880,559,17,2,1903,1535,1,3439,37,116,434,482,456,528,498,404,294,209,0,0 to 101,49,2661,300,465,13,624,2781,34,573,2,433,3,1,156,3458,1540,1916,3439,19,0,27412,14,30903,27426,3458,156,4377,4326,{6EB18EB2-9734-45D8-9BA1-42EEE8F524AF},7,176,183,0.0382513661202186,49,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,59451,654,1286,5409,8446,7361,8693,10588,8767,5209,2965,73,0 to 120,52,33607,25772,72,59018,433,0,6453,41751,411,22905,753,24169,35256,2,24,58992,23435,561,164,9,12927,11054,15,23996,320,863,3433,4513,3311,3503,3545,2269,1394,1015,3,0 to 105,43,15416,4224,2309,2047,2838,16702,4456,3341,36,2437,26,4,801,24169,11144,13010,23996,173,0,216421,276,241023,216697,24169,801,1727,1636,{9A6AE3E8-4AEA-4D85-A26A-0191E0A5371A},80,1565,1645,0.0486322188449848,43,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,4896,121,252,605,695,730,694,721,516,323,228,11,0 to 118,45,2388,2457,51,4878,18,0,147,1815,110,2732,56,2922,1970,0,4,4874,2698,206,15,3,1133,1763,8,2904,57,152,420,460,502,456,398,244,145,87,1,0 to 102,42,1762,595,427,120,533,2165,206,337,2,156,0,0,77,2922,1769,1145,2904,18,0,9044,0,12014,9044,2922,77,1167,1163,{50957D1D-0570-4E74-922C-4AB5F585C01C},3,35,38,0.0789473684210526,42,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,80850,1524,2978,9811,14490,12011,12161,12515,8643,4349,2212,156,0 to 119,44,43871,35721,1258,79934,916,0,5045,62969,454,12420,376,32951,47630,14,255,79669,30388,2177,361,25,17276,14922,367,32565,537,1490,5356,7084,5167,4845,4068,2447,1241,696,20,0 to 103,38,9889,10472,3860,8344,2680,19120,10765,2249,44,1204,25,20,511,32951,15116,17456,32565,386,0,265580,546,299324,266126,32951,511,10037,9924,{E178A8CF-16FC-449E-ABF2-A69CFAD303D5},69,1162,1231,0.0560519902518278,38,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,1589,13,24,158,429,370,208,161,105,66,54,1,0 to 119,39,402,1182,5,1589,0,0,17,918,0,1230,3,1262,324,0,3,1586,1215,47,0,0,194,1068,0,1262,7,15,108,394,326,177,123,68,25,19,0,1 to 98,37,855,349,39,19,151,1028,83,45,0,24,0,0,15,1262,1068,194,1262,0,0,1518,0,2793,1518,1262,15,358,358,{FFDA6C44-8232-4BA9-A8D7-1995D8FD20D3},1,5,6,0.166666666666667,37,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1817,50,136,193,247,212,296,332,222,98,31,0,0 to 94,47,869,944,4,1754,63,0,120,608,1,874,34,925,886,0,6,1748,911,4,10,0,364,551,0,915,20,55,90,146,130,166,180,98,29,11,0,0 to 94,46,603,276,16,20,42,823,50,128,3,53,2,0,15,925,558,367,915,10,0,5103,55,6089,5158,925,15,933,929,{35DF54B7-4874-405B-8EF3-9E45948BA616},1,21,22,0.0454545454545455,46,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,2294,35,107,210,235,311,309,586,372,105,24,0,0 to 118,53,687,1602,5,2294,0,0,254,1110,4,1189,5,1082,1212,0,0,2294,863,219,0,0,277,805,0,1082,14,35,114,149,193,160,234,132,41,10,0,0 to 93,47,741,293,32,16,36,998,48,61,0,56,0,0,28,1082,805,277,1082,0,0,8825,0,9923,8825,1082,28,1087,1086,{254BD11B-C8FE-4E18-B61D-A60A5658D980},1,15,16,0.0625,47,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,2864,66,153,354,376,364,420,503,314,196,112,6,0 to 118,47,1605,1247,12,2861,3,0,339,1343,34,1333,4,1202,1658,0,4,2857,890,311,1,0,585,616,0,1201,19,60,163,181,170,190,210,121,64,24,0,0 to 107,45,799,286,59,57,34,1073,94,142,0,72,0,0,12,1202,617,585,1201,1,0,6109,2,7333,6111,1202,12,1823,1792,{588F1D06-056B-4AF5-A2E7-A5366C833BA5},0,22,22,0,45,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,3043,66,244,429,405,447,496,451,308,146,49,2,0 to 102,43,1519,1516,8,3033,10,0,201,1326,13,1659,80,1252,1788,1,2,3030,1195,49,7,1,505,737,2,1244,16,65,202,217,218,233,175,82,33,11,0,0 to 102,40,831,228,102,83,62,1055,127,128,0,60,1,0,10,1252,739,511,1244,8,0,9677,2,10975,9679,1252,10,1865,1790,{72742CEE-2B13-49F0-BE2B-615F9835DD19},6,71,77,0.0779220779220779,40,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,29425,365,800,2729,3389,3427,4090,5919,4937,2746,975,48,0 to 119,54,16414,12891,120,29372,53,0,2196,23014,107,8778,326,10427,18991,0,7,29365,10173,207,43,4,5569,4769,42,10380,109,398,1680,1615,1406,1434,1584,1059,685,455,2,0 to 105,45,5678,1194,883,2625,1151,6123,3106,1622,11,951,4,1,347,10427,4794,5591,10380,47,0,105215,14,115726,105229,10427,347,2940,2882,{943DB4A8-472C-444E-B81A-0E7CF9758CA2},31,484,515,0.0601941747572815,45,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,40138,1006,2031,4686,6120,5962,5874,5685,4584,2820,1259,111,0 to 119,45,22153,17722,263,39969,169,0,6105,24601,231,15872,430,21837,18214,1,86,39882,19528,2215,78,16,11594,10005,144,21743,463,1240,3250,3831,3615,3248,2726,1751,1101,600,12,0 to 103,40,12388,3881,1878,3596,6181,10862,4700,3053,18,2261,14,2,589,21837,10045,11647,21743,94,0,128868,79,150908,128947,21837,589,9435,8869,{233F5CAC-222A-4EE3-81FE-76BB2A2139F5},55,875,930,0.0591397849462366,40,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,26962,480,1437,3175,4422,4459,4524,3807,2639,1326,515,178,0 to 155,43,14600,12228,134,26844,118,0,3941,15633,390,9102,386,13501,13221,2,238,26606,13311,101,87,2,7036,6329,47,13412,230,744,2016,2568,2433,2307,1527,928,508,229,11,0 to 105,39,5221,846,4335,3010,7041,2937,3434,1293,14,738,10,2,182,13501,6385,7068,13412,89,0,79191,28,92858,79219,13501,182,7211,6704,{98FBCDAD-181A-4269-A498-787173F6E740},38,499,537,0.0707635009310987,39,3.375268581975384,0.3579282820217912
45,45,28,055,HIGHLANDS,Highlands,FL,6478,159,272,533,797,678,791,965,983,834,456,10,0 to 119,55,3731,2708,39,6404,74,0,382,4213,47,2216,81,2443,4023,0,12,6392,2235,196,12,0,1322,1105,4,2431,38,114,290,379,309,353,365,260,220,115,0,0 to 99,48,1466,348,392,225,694,1421,316,487,6,260,4,0,103,2443,1113,1326,2431,12,0,20521,62,23036,20583,2443,103,2618,2504,{0861B99E-575F-41B4-992B-839B0B3F4F63},0,47,47,0,48,2.84124660964211,0.2614661435844947
