OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
19,19,43,085,MARTIN,Martin,FL,12038,251,523,1370,1367,1462,1614,1903,1717,1246,566,19,0 to 100,51,6145,5544,349,11923,115,0,1061,7620,82,4211,147,5227,6759,2,50,11872,5165,26,36,0,2577,2590,24,5191,113,290,879,806,783,787,623,392,335,217,2,0 to 100,41,2487,274,1185,1245,1888,2239,1064,712,4,414,3,1,163,5227,2610,2593,5191,36,0,35832,77,41180,35909,5227,163,4302,4291,{14DC1D1D-CE53-4995-9CF2-039FE1559F59},25,641,666,0.0375375375375375,41,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,98668,2331,4306,13584,16589,14660,14901,14046,9880,5281,2552,538,0 to 119,43,54473,43451,744,98078,590,0,6722,75805,458,19966,786,46301,51738,20,609,97450,45292,753,249,6,24389,21329,327,46045,937,2169,8680,9219,7218,6899,5243,2910,1645,950,430,0 to 110,37,17472,5909,6686,15978,11822,15951,18272,3719,29,1999,20,5,755,46300,21441,24525,46045,255,0,307248,342,354428,307590,46300,755,16692,16346,{12BE5E4E-9D96-4B8E-8617-77C84F3BC487},352,5889,6241,0.0564012177535651,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,27313,543,1181,2904,3421,3414,3744,4364,4152,2513,964,113,0 to 119,50,15062,11937,314,26929,384,0,4120,18562,177,9747,207,12761,14527,3,22,26904,12532,88,141,0,6628,5871,121,12620,282,818,2093,2156,1985,1874,1585,1024,624,311,9,0 to 101,40,6849,1260,2183,2328,3689,6083,2848,829,10,869,8,2,324,12761,5939,6697,12620,141,0,104527,273,117646,104800,12761,324,1731,1631,{0AD77407-CEAA-4C6B-9E84-485E7D0FA9CC},87,1977,2064,0.0421511627906977,40,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,14837,234,669,1802,1863,2228,2455,2308,1795,1043,414,26,0 to 102,47,8107,6476,254,14803,34,0,1676,8568,130,4171,228,5869,8935,1,32,14770,5648,204,16,0,3032,2759,61,5852,61,229,908,853,991,1017,812,517,328,151,1,0 to 102,43,3509,863,488,992,532,4186,1134,956,2,401,3,0,117,5868,2768,3039,5852,16,0,48291,18,54208,48309,5868,117,5206,5171,{D8B9952E-371D-460F-96AE-4666BDB4AD84},55,788,843,0.0652431791221827,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,2910,108,354,513,493,385,413,307,206,97,34,0,0 to 95,34,1490,1397,23,2901,9,0,100,884,2,2069,27,1558,1347,1,4,2896,1084,467,6,1,754,792,5,1551,40,141,303,289,237,253,156,88,42,9,0,0 to 93,35,1119,125,218,89,927,519,105,201,3,137,4,1,16,1558,797,756,1551,7,0,7041,2,8610,7043,1558,16,2592,2491,{30DCFC30-6A6D-4712-9819-F2940D3F56ED},11,94,105,0.104761904761905,35,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,29497,413,1135,2842,3980,3998,4265,4571,4358,2784,1134,17,0 to 168,50,17729,11726,42,29454,43,0,5876,12444,177,13341,328,10593,18877,1,26,29427,10223,348,21,1,6247,4317,7,10571,136,408,1318,1860,1846,1669,1424,997,608,324,3,0 to 106,43,6932,1993,948,698,1450,8020,1101,1615,6,1041,1,0,342,10593,4324,6261,10571,22,0,70813,21,81536,70834,10593,342,5313,5151,{76CC1B01-DF08-469D-A322-71F8D05597D9},71,1060,1131,0.0627763041556145,43,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,32686,375,886,3108,4064,3886,4755,6055,5256,2842,1373,86,0 to 119,53,18107,14111,468,32506,180,0,2471,23530,230,9726,469,12180,20437,0,69,32437,11109,975,89,7,6356,5689,39,12084,150,441,1920,2036,1660,1796,1754,1280,718,420,5,0 to 103,44,5993,1565,2436,2090,1967,7358,2759,1618,20,933,11,1,315,12180,5738,6403,12084,96,0,93240,86,105635,93326,12180,315,6062,5443,{3B926974-437E-4986-9BFF-D87D276166F4},96,1786,1882,0.051009564293305,44,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1763,35,98,180,233,338,239,265,215,111,48,1,0 to 118,44,843,916,4,1760,3,0,109,715,6,1010,11,879,884,0,0,1760,795,81,1,2,324,552,0,876,7,38,94,139,182,136,131,94,45,13,0,0 to 91,43,641,187,28,20,54,785,37,85,0,59,0,0,11,879,553,326,876,3,0,4689,0,5580,4689,879,11,889,834,{2691DAEB-CC0B-4ABC-A209-FE46CE33086C},5,131,136,0.0367647058823529,43,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,23651,443,805,2154,2769,2790,3228,3711,3805,2585,943,418,0 to 103,53,12605,10265,781,23476,175,0,1749,17963,222,5038,191,8336,15124,3,188,23287,8161,120,54,1,4337,3835,109,8281,149,352,1228,1324,1216,1243,1129,875,549,264,7,0 to 103,43,3461,1020,1655,2145,1387,4388,2506,1093,16,708,11,2,227,8336,3865,4359,8281,55,0,84608,122,93173,84730,8336,227,4286,3997,{9712F6A1-E709-4877-97E2-3FE2EADA2B79},70,1159,1229,0.0569568755085435,43,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,3026,77,174,383,387,344,420,499,390,255,93,4,0 to 118,48,1713,1302,11,3019,7,0,269,1569,16,1497,41,1111,1915,0,0,3019,1013,92,3,3,570,534,1,1105,26,74,199,164,142,165,145,117,62,15,2,0 to 99,41,657,172,185,91,225,760,120,123,0,88,0,0,12,1111,538,572,1105,6,0,8193,1,9314,8194,1111,12,1596,1546,{E8B9FC01-E14C-4049-BABC-F4AA93256EA0},7,124,131,0.0534351145038168,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,6678,49,141,288,507,579,662,893,1991,1293,208,67,0 to 119,66,3227,3323,128,6597,81,0,443,4219,164,2472,195,2802,3849,0,27,6570,2563,228,10,1,1184,1596,11,2791,12,78,180,324,400,390,378,562,368,83,27,0 to 99,55,1462,505,144,680,137,1695,959,433,2,275,0,0,83,2802,1600,1191,2791,11,0,23519,69,26419,23588,2802,83,1346,1334,{A985CCBC-BA3E-4854-ACDF-8E9CD885E5AA},18,386,404,0.0445544554455446,55,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,26648,495,1017,3462,3968,3787,4100,4001,3160,1557,894,207,0 to 119,46,14843,11597,208,26575,73,0,2198,19163,246,6094,245,9894,16548,1,205,26373,9779,75,39,1,5210,4601,43,9854,167,377,2006,1902,1454,1429,1106,693,384,373,3,0 to 108,38,6763,1281,1401,409,2699,6719,436,1156,8,727,3,0,236,9894,4616,5233,9854,40,0,82263,33,92262,82296,9894,236,6807,6566,{5A9B725E-B5BC-4433-A9C5-F30390148C62},75,1243,1318,0.0569044006069803,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,101864,1962,3151,13489,18366,16655,16120,14729,9757,4727,1963,945,0 to 120,42,54576,46507,781,100531,1332,1,6855,75342,585,18436,831,44435,57015,4,410,100118,43752,195,482,6,22434,21110,403,43947,723,1590,8856,9927,7639,6389,4766,2491,1333,672,49,0 to 110,36,15185,7000,9248,12514,11940,14885,17122,2822,55,1520,44,6,532,44435,21362,22658,43946,488,1,342887,844,388489,343731,44435,532,7481,7252,{E33D02E5-646C-40C2-B9D7-442237FBB181},317,4724,5041,0.0628843483435826,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,8332,128,348,800,886,824,1068,1417,1450,1005,401,5,0 to 222,55,4789,3416,127,8310,22,0,562,4230,119,3651,75,3091,5184,2,55,8255,2052,1026,6,7,1717,1358,3,3078,35,112,395,351,336,454,527,414,308,158,1,0 to 100,52,2476,181,231,190,154,2620,304,291,1,319,2,1,130,3091,1368,1720,3078,13,0,25582,7,28692,25589,3091,130,4785,4344,{3C97198A-A027-4923-A8F8-CE1FAFD29127},21,486,507,0.0414201183431953,52,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,8197,133,307,891,1041,997,1182,1299,1045,764,537,1,0 to 106,51,4795,3391,11,8159,38,0,739,4467,66,4100,69,3531,4662,0,4,8155,2936,571,21,3,1936,1571,0,3507,38,116,442,490,463,542,510,419,301,210,0,0 to 101,49,2730,304,468,5,628,2866,13,582,3,448,3,1,165,3531,1576,1954,3507,24,0,27966,14,31530,27980,3531,165,4498,4447,{6EB18EB2-9734-45D8-9BA1-42EEE8F524AF},35,496,531,0.0659133709981168,49,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,59925,656,1311,5484,8542,7425,8772,10657,8806,5225,2974,73,0 to 120,52,33838,26017,70,59484,441,0,6589,41843,411,23273,779,24650,35251,2,22,59460,23890,579,172,9,13169,11287,13,24469,322,888,3516,4608,3374,3582,3612,2309,1412,1024,3,0 to 105,43,15804,4276,2356,2033,2893,17111,4465,3389,37,2469,26,4,812,24650,11383,13254,24469,181,0,219377,277,244461,219654,24650,812,1768,1677,{9A6AE3E8-4AEA-4D85-A26A-0191E0A5371A},222,3987,4209,0.052744119743407,43,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,4939,121,255,616,703,733,702,724,522,324,228,11,0 to 118,45,2411,2476,52,4921,18,0,148,1817,110,2766,56,2949,1985,0,5,4916,2722,209,15,3,1147,1775,9,2931,57,154,423,468,505,459,401,248,146,87,1,0 to 102,42,1785,598,427,121,533,2193,205,342,2,156,0,0,78,2949,1781,1159,2931,18,0,9112,0,12109,9112,2949,78,1241,1237,{50957D1D-0570-4E74-922C-4AB5F585C01C},9,176,185,0.0486486486486486,42,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,81707,1538,3069,9998,14664,12121,12274,12607,8692,4369,2218,157,0 to 119,44,44302,36110,1295,80777,930,0,5198,63257,454,12873,390,33676,47756,14,261,80506,31072,2203,376,25,17629,15245,401,33275,550,1529,5515,7248,5264,4937,4152,2499,1261,701,20,0 to 103,38,10182,10587,3920,8586,2758,19705,10812,2275,44,1221,25,20,512,33676,15448,17814,33275,401,0,269252,545,303741,269797,33676,512,10414,10302,{E178A8CF-16FC-449E-ABF2-A69CFAD303D5},411,5767,6178,0.0665263839430236,38,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,1592,13,24,160,429,370,208,161,106,66,54,1,0 to 119,39,402,1185,5,1592,0,0,17,920,0,1233,3,1265,324,0,3,1589,1217,48,0,0,194,1071,0,1265,7,15,110,394,326,177,123,69,25,19,0,1 to 98,37,857,349,39,20,151,1031,83,46,0,25,0,0,15,1265,1071,194,1265,0,0,1523,0,2801,1523,1265,15,364,364,{FFDA6C44-8232-4BA9-A8D7-1995D8FD20D3},0,12,12,0,37,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1827,50,136,194,248,214,297,332,226,98,32,0,0 to 95,47,876,947,4,1764,63,0,123,608,1,882,34,931,890,0,6,1758,913,8,10,0,368,553,0,921,20,55,90,147,131,167,180,100,29,12,0,0 to 95,46,609,276,16,20,42,829,50,129,3,53,2,0,15,931,560,371,921,10,0,5131,55,6123,5186,931,15,941,937,{35DF54B7-4874-405B-8EF3-9E45948BA616},3,99,102,0.0294117647058824,46,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,2322,35,108,217,241,315,314,586,377,105,24,0,0 to 118,53,705,1612,5,2322,0,0,270,1109,4,1215,6,1106,1216,0,0,2322,876,230,0,0,290,816,0,1106,14,35,118,154,197,166,234,137,41,10,0,0 to 93,47,759,296,33,18,37,1055,14,65,0,59,0,0,41,1106,816,290,1106,0,0,8861,0,9983,8861,1106,41,1103,1102,{254BD11B-C8FE-4E18-B61D-A60A5658D980},14,50,64,0.21875,47,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,2879,67,154,355,378,364,422,506,317,198,112,6,0 to 118,47,1612,1255,12,2876,3,0,341,1341,34,1349,4,1214,1661,0,4,2872,898,315,1,0,590,623,0,1213,19,59,164,181,170,194,214,124,65,24,0,0 to 107,45,816,286,58,53,34,1127,52,144,0,73,0,0,15,1214,624,590,1213,1,0,6163,2,7399,6165,1214,15,1830,1799,{588F1D06-056B-4AF5-A2E7-A5366C833BA5},8,87,95,0.0842105263157895,45,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,3091,67,251,437,415,450,505,456,310,148,50,2,0 to 102,43,1547,1536,8,3081,10,0,214,1339,13,1697,81,1283,1805,1,2,3078,1226,49,7,1,523,750,2,1275,16,67,207,223,219,240,180,84,35,12,0,0 to 102,40,855,228,103,89,63,1078,134,128,0,60,1,0,10,1283,752,529,1275,8,0,9731,2,11060,9733,1283,10,1890,1815,{72742CEE-2B13-49F0-BE2B-615F9835DD19},16,170,186,0.0860215053763441,40,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,29747,372,823,2781,3447,3471,4127,5969,4966,2760,983,48,0 to 119,54,16572,13032,143,29687,60,0,2243,23123,107,9058,340,10747,18992,0,8,29679,10481,212,50,4,5724,4904,65,10693,116,418,1730,1675,1449,1472,1631,1090,701,463,2,0 to 105,44,5841,1224,908,2720,1184,6302,3207,1647,13,969,5,1,352,10747,4933,5749,10693,54,0,106683,14,117513,106697,10747,352,3032,2974,{943DB4A8-472C-444E-B81A-0E7CF9758CA2},148,1875,2023,0.0731586752347998,44,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,40619,1015,2071,4775,6189,6050,5928,5733,4627,2852,1269,110,0 to 119,45,22392,17964,263,40439,180,0,6300,24606,231,16303,453,22256,18274,1,88,40350,19894,2257,89,16,11796,10211,144,22151,467,1268,3332,3891,3691,3297,2766,1793,1131,608,12,0 to 103,40,12690,3938,1907,3616,6320,11133,4698,3127,21,2302,17,2,593,22256,10256,11856,22151,105,0,130688,79,153147,130767,22256,593,9721,9155,{233F5CAC-222A-4EE3-81FE-76BB2A2139F5},189,3039,3228,0.0585501858736059,40,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,27221,481,1470,3233,4456,4494,4569,3843,2657,1328,514,176,0 to 155,43,14720,12368,133,27069,152,0,4027,15647,390,9592,395,13703,13282,2,234,26835,13475,105,121,2,7118,6414,48,13580,232,756,2052,2604,2463,2348,1554,942,513,230,9,0 to 105,39,5302,861,4397,3020,7180,2992,3408,1325,15,759,10,2,186,13703,6498,7156,13580,123,0,80319,28,94190,80347,13703,186,7498,6991,{98FBCDAD-181A-4269-A498-787173F6E740},75,1068,1143,0.0656167979002625,39,3.375268581975384,0.3579282820217912
