OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,755,19,17,51,74,106,114,144,137,71,21,1,0 to 101,54,420,331,4,747,8,0,27,559,41,216,15,188,567,0,0,747,137,46,5,0,82,101,0,183,4,3,24,27,30,34,29,20,9,8,0,0 to 95,47,82,86,12,3,13,164,6,29,2,21,0,0,5,188,105,83,183,5,0,1946,3,2139,1949,188,5,184,146,47,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,1641,79,91,187,205,219,237,227,214,118,58,6,0 to 99,46,1014,622,5,1613,28,0,79,1009,53,717,45,564,1072,0,5,1608,353,202,9,0,328,227,0,555,29,42,81,82,82,94,75,43,16,20,0,0 to 98,40,136,380,28,11,32,476,47,100,0,25,0,1,6,564,229,335,555,9,0,4101,19,4693,4120,564,6,699,599,40,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2373,6,14,204,712,579,424,285,102,32,7,8,0 to 105,38,250,2116,7,2373,0,0,9,2014,1,186,6,348,2025,0,0,2373,344,4,0,0,54,293,1,348,2,5,54,80,66,76,50,12,2,1,0,0 to 85,39,212,108,11,17,16,231,101,14,0,6,0,0,2,348,293,54,348,0,0,2622,0,2970,2622,348,2,257,232,39,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2239,33,53,214,578,443,349,260,183,78,45,3,0 to 118,40,592,1629,18,2231,8,0,64,1907,9,554,12,564,1674,0,1,2230,493,66,4,1,204,355,0,559,22,36,85,130,94,87,65,29,12,4,0,0 to 90,35,239,275,37,8,90,315,154,78,1,20,0,0,3,564,358,206,559,5,0,3252,3,3822,3255,564,3,47,45,36,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,6269,78,94,692,1029,980,1045,1008,684,386,220,53,0 to 119,47,3265,2945,59,6188,81,0,530,4910,28,1872,122,3257,3001,0,11,6177,3059,136,60,2,1538,1646,11,3195,43,62,507,680,584,547,414,260,116,44,0,0 to 104,40,1841,339,164,851,298,1873,1024,286,12,113,5,4,19,3257,1681,1564,3195,62,0,18700,25,22013,18725,3257,19,213,206,40,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,5446,124,157,432,792,860,828,973,705,349,216,10,0 to 119,49,2377,2990,79,5425,21,0,496,3173,63,2184,22,2323,3119,0,4,5421,2107,208,6,2,568,1740,7,2315,47,66,223,440,479,417,350,184,85,31,1,0 to 99,42,781,383,98,1053,100,964,1251,21,0,93,0,0,10,2323,1747,569,2315,8,0,9597,13,11986,9610,2323,10,49,47,42,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,1237,39,28,159,193,190,195,192,124,81,34,2,0 to 99,45,688,526,23,1178,59,0,119,874,16,366,8,329,894,0,14,1164,248,81,0,0,161,166,2,329,4,10,54,55,61,50,48,22,20,5,0,1 to 97,41,222,59,30,18,11,288,30,44,0,25,0,0,4,329,166,161,329,0,0,3695,58,4083,3753,329,4,404,403,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1214,20,33,118,184,171,204,195,180,79,29,1,0 to 119,49,594,605,15,1196,18,0,38,817,5,351,35,402,810,0,2,1194,336,57,6,3,124,268,1,393,6,8,54,93,77,70,43,32,13,6,0,0 to 93,39,249,81,29,34,21,301,71,24,0,10,0,0,1,402,271,130,393,9,0,3473,9,3892,3482,402,1,408,402,39,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9816,203,328,909,1139,1228,1294,1610,1528,1083,471,23,0 to 100,53,4908,4496,412,9712,104,0,796,6817,82,3068,102,3527,6240,1,48,9664,3484,19,24,0,1667,1814,22,3503,102,198,560,610,590,544,380,234,181,125,3,0 to 100,39,1489,199,995,820,1724,1157,622,548,4,308,3,1,73,3527,1828,1677,3503,24,0,20283,77,23920,20360,3527,73,1837,1826,39,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,78009,1804,2678,8869,13288,11696,11968,11777,8619,4598,2140,572,0 to 119,45,43561,33942,506,77545,464,0,2987,67609,458,8267,429,28268,49545,22,174,77349,27647,498,118,5,14889,13027,229,28145,596,1245,4896,6133,4515,4202,3128,1667,927,499,460,0 to 110,36,9166,3611,3452,11916,6510,8041,13594,2229,16,1209,12,5,323,28268,13079,14959,28145,123,0,184771,340,213702,185111,28268,323,5601,5254,36,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,22328,421,795,2064,2676,2689,3010,3738,3710,2274,843,108,0 to 119,53,12366,9573,389,22003,325,0,1703,18656,177,3901,68,8187,14131,3,7,21993,8028,70,89,0,4173,3777,148,8098,186,515,1314,1454,1323,1205,1002,602,389,192,5,0 to 101,39,3289,692,833,3284,1804,2403,3891,379,6,511,5,2,173,8187,3819,4217,8098,89,0,68348,234,76815,68582,8187,173,584,486,39,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,10678,160,324,1064,1343,1531,1764,1784,1483,852,352,21,0 to 101,50,6085,4475,118,10651,27,0,593,8542,130,1821,107,2697,7965,1,15,10635,2568,120,9,0,1480,1200,8,2688,24,94,435,423,418,454,371,247,147,84,0,0 to 100,43,1302,458,211,717,253,1646,789,402,0,180,0,0,47,2697,1204,1485,2688,9,0,28289,18,31020,28307,2697,47,1678,1645,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,1802,62,165,287,332,230,243,209,164,81,29,0,0 to 94,37,968,809,25,1794,8,0,70,701,2,1012,18,812,989,1,0,1793,560,246,5,1,411,390,5,806,24,82,149,168,111,114,74,58,25,7,0,0 to 93,33,598,79,101,28,552,226,28,124,3,69,3,1,7,812,394,413,806,6,0,3385,2,4204,3387,812,7,1443,1342,33,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,21421,273,481,1752,2816,2798,3097,3472,3531,2283,889,29,0 to 168,53,13150,8207,64,21385,36,0,5389,12623,177,6276,240,4314,16501,0,606,20781,4186,116,11,1,2654,1628,20,4302,59,122,565,859,848,669,558,343,212,77,2,0 to 99,40,2491,775,319,717,560,2666,1076,610,4,373,0,0,55,4314,1629,2665,4302,12,0,37521,21,41914,37542,4314,55,1560,1395,40,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,26266,277,555,2043,3127,3020,3795,5053,4497,2442,1177,280,0 to 119,55,14684,10993,589,26134,132,0,1222,22444,230,4105,255,6572,19662,0,32,26103,5837,686,43,6,3474,3022,27,6523,90,241,1028,1201,915,971,919,631,352,218,6,0 to 103,42,2860,859,1311,1493,1062,3505,1956,822,7,493,5,0,107,6572,3047,3498,6523,49,0,58011,82,64736,58093,6572,107,2448,1826,42,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1034,24,48,93,126,169,127,163,152,88,43,1,0 to 118,50,618,405,11,1034,0,0,41,732,6,260,7,241,793,0,0,1034,206,35,0,0,143,97,1,241,0,16,28,39,34,27,34,33,24,6,0,6 to 91,46,186,19,4,32,4,198,39,36,0,25,0,0,4,241,97,143,241,0,0,2090,0,2333,2090,241,4,402,347,47,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,19330,310,416,1457,2134,2119,2532,3039,3185,2199,727,1212,0 to 103,55,10252,8142,936,19176,154,0,304,17716,222,1138,111,4326,14958,0,46,19132,4234,60,32,0,2219,2006,69,4294,77,155,677,798,677,665,586,379,228,75,9,0 to 103,41,1192,490,669,1943,504,1500,2290,331,13,215,5,1,50,4326,2023,2233,4294,32,0,53388,120,57897,53508,4326,50,1451,1160,41,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,2219,48,64,246,280,245,317,413,310,211,83,2,0 to 118,52,1276,927,16,2215,4,0,103,1538,16,673,12,509,1710,0,0,2215,467,39,0,3,246,258,2,506,10,23,95,81,67,79,76,44,25,8,1,0 to 99,41,218,75,137,76,164,247,95,49,0,28,0,0,2,509,260,247,506,3,0,4993,1,5512,4994,509,2,743,693,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,4742,29,55,168,242,260,386,642,1649,1061,165,85,0 to 119,68,2385,2201,156,4663,79,0,310,3804,164,908,106,1045,3673,0,24,4639,953,85,6,1,473,560,5,1038,2,23,79,69,105,131,150,275,170,41,0,4 to 99,63,604,158,53,223,57,735,246,245,1,152,0,0,27,1045,563,477,1038,7,0,14772,72,15903,14844,1045,27,550,538,62,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,22559,333,586,2516,3267,3119,3461,3461,2850,1402,716,848,0 to 119,48,12628,9708,223,22501,58,0,829,19560,246,2105,138,6333,16179,1,46,22457,6243,65,25,0,3348,2874,86,6308,108,190,1295,1301,947,930,676,422,249,214,1,0 to 104,37,2414,656,708,2530,771,1870,3667,588,5,365,1,0,72,6333,2885,3359,6308,25,0,55384,30,61809,55414,6333,72,2141,1899,37,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,87992,1542,2177,9728,15269,13740,13707,12841,8667,4132,1604,4585,0 to 120,44,47260,40033,699,86660,1331,1,2184,81284,585,7087,488,28191,59416,0,385,86277,27679,140,367,5,13889,13556,374,27819,420,738,5327,6987,4974,4166,3004,1474,752,323,26,0 to 106,36,6233,3659,4362,13565,4007,5596,18216,1484,51,782,40,5,203,28191,13751,14058,27818,372,1,216864,957,246277,217821,28191,203,3017,2789,35,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,5376,56,123,420,573,522,682,975,1074,716,226,9,0 to 222,58,2999,2226,151,5367,9,0,262,3867,119,1103,40,1160,4199,1,16,5351,692,466,2,0,587,570,1,1158,12,33,173,151,130,178,215,139,90,38,1,0 to 100,50,885,83,72,118,61,937,160,78,0,103,0,0,23,1160,571,588,1158,2,0,15135,6,16313,15141,1160,23,1947,1494,50,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,5470,98,122,537,752,678,792,923,722,530,312,4,0 to 102,52,3253,2203,14,5442,28,0,492,3888,66,1742,57,1579,3889,1,1,5440,1312,253,12,2,848,716,1,1565,22,53,233,272,216,234,220,164,112,53,0,0 to 100,44,1065,153,159,188,246,987,332,308,2,192,2,1,26,1579,720,858,1565,14,0,15159,14,16761,15173,1579,26,1769,1718,44,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,50833,549,931,4296,7122,6197,7376,9168,7795,4725,2586,88,0 to 120,53,28929,21827,77,50449,384,0,4269,40219,411,13830,514,15800,35014,1,18,50430,15495,190,108,7,8426,7252,7,15685,220,535,2357,3223,2199,2270,2176,1334,877,600,9,0 to 104,41,7624,2681,1171,4209,1551,9101,5033,1904,25,1405,21,3,400,15800,7314,8479,15685,115,0,140093,267,156276,140360,15800,400,1185,1093,41,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2974,90,134,313,390,388,367,439,358,265,219,11,0 to 118,49,1819,1085,70,2957,17,0,111,2017,110,1045,26,1060,1911,0,3,2954,901,142,14,3,585,450,8,1043,36,82,167,143,169,144,119,89,72,38,1,0 to 102,40,550,150,207,136,321,542,180,169,2,90,0,0,32,1060,456,596,1043,17,0,5527,0,6597,5527,1060,32,293,289,40,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,66631,1083,1898,7494,11991,10025,10120,10701,7503,3771,1912,133,-6 to 119,45,36251,29609,771,65884,747,0,1815,58863,454,5567,265,20398,46089,11,133,65745,18717,1466,197,18,10542,9515,126,20183,279,811,3396,4818,3397,2972,2344,1346,652,375,8,0 to 103,37,4915,6520,1928,6820,1637,9738,8808,1088,27,594,14,5,149,20398,9633,10637,20183,215,0,167465,520,188599,167985,20398,149,4858,4744,37,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,427,10,5,49,58,44,46,52,59,58,45,1,0 to 119,55,270,151,6,427,0,0,13,338,0,48,1,95,332,0,0,427,87,8,0,0,52,43,0,95,5,5,9,21,5,15,16,13,3,3,0,1 to 98,47,50,22,15,8,15,71,9,21,0,8,0,0,1,95,43,52,95,0,0,751,0,849,751,95,1,62,62,48,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,954,20,49,87,102,104,163,185,150,73,21,0,0 to 94,52,536,415,3,892,62,0,65,606,1,236,21,286,667,0,1,891,274,3,9,0,156,121,0,277,7,17,39,32,42,55,53,32,6,3,0,1 to 89,46,155,95,4,23,16,228,33,57,2,16,2,0,0,286,128,158,277,9,0,2860,53,3205,2913,286,0,369,365,45,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,1350,15,33,98,97,130,160,436,292,74,15,0,0 to 118,58,403,941,6,1350,0,0,54,1141,4,227,5,200,1150,0,0,1350,130,70,0,0,80,120,0,200,4,9,38,27,19,19,54,26,3,1,0,0 to 89,48,141,50,6,3,7,183,10,25,0,18,0,0,4,200,120,80,200,0,0,2985,0,3186,2985,200,4,269,267,50,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1751,32,42,160,221,212,269,340,206,159,104,6,0 to 118,52,1052,678,21,1749,2,0,121,1389,34,388,2,307,1443,0,1,1748,218,89,0,0,150,157,0,307,6,10,38,36,50,55,51,23,25,13,0,0 to 107,47,178,79,14,36,9,253,45,35,0,25,0,0,3,307,157,150,307,0,0,3614,2,3926,3616,307,3,485,453,44,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,1864,24,58,171,249,286,325,334,249,125,42,1,0 to 102,49,929,926,9,1857,7,0,56,1248,13,599,32,543,1319,0,2,1855,500,38,4,1,181,356,1,538,3,17,72,104,108,100,88,31,16,4,0,2 to 86,41,330,141,35,32,37,439,62,59,0,26,1,0,2,543,358,184,538,5,0,6452,2,7034,6454,543,2,502,427,41,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,24146,298,468,1955,2706,2772,3391,5040,4321,2319,730,146,0 to 119,55,13545,10483,118,24119,27,0,1230,21104,107,4169,143,5254,18883,1,8,24110,5126,107,18,3,2769,2439,25,5233,52,132,975,949,767,763,722,431,257,206,0,0 to 105,41,2751,529,429,1524,703,2822,1708,752,6,374,3,0,95,5254,2449,2780,5233,21,0,71649,6,76968,71655,5254,95,1365,1307,41,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,29416,688,1089,3051,4462,4307,4283,4265,3700,2264,974,333,0 to 119,47,16345,12752,319,29299,117,0,1560,24068,231,5148,214,12059,17317,1,39,29259,10771,1249,30,9,6293,5561,166,12020,235,583,1829,2328,2132,1779,1405,917,545,303,3,0 to 103,39,5433,2029,1085,3473,2875,4632,4513,1521,11,1057,10,1,251,12059,5576,6317,12020,39,0,73147,76,85351,73223,12059,251,3849,3279,39,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,20857,283,724,2102,3420,3347,3509,3079,2217,1098,401,677,0 to 155,45,11357,9308,192,20750,107,0,1946,16306,390,3151,234,8130,12643,2,82,20667,7994,57,77,2,4134,3799,118,8051,112,335,1208,1730,1512,1415,878,551,284,99,6,0 to 102,39,2273,389,2126,3263,2920,1186,3945,646,10,327,8,2,61,8130,3851,4158,8051,79,0,48037,27,56322,48064,8130,61,2722,2211,39,3.375268581975384,0.3579282820217912
45,45,28,055,HIGHLANDS,Highlands,FL,4816,86,113,305,559,487,580,744,813,713,396,20,0 to 119,59,2837,1945,34,4750,66,0,152,3932,47,892,41,1115,3693,0,8,4742,1007,105,3,0,586,525,1,1112,21,41,131,182,154,161,176,111,98,40,0,0 to 96,47,607,187,173,145,306,600,206,231,2,128,1,0,25,1115,528,586,1112,3,0,13259,63,14449,13322,1115,25,1146,1032,47,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,38531,540,867,3856,5356,5247,5620,6015,5648,3633,1684,65,0 to 119,51,21561,16615,355,37383,1147,1,1439,32584,613,7738,233,14877,23630,2,22,37360,14026,574,271,6,7611,6798,191,14600,265,514,2348,2773,2418,2356,1845,1159,704,486,9,0 to 101,41,6028,1371,590,6611,3303,4418,6879,1721,20,928,17,9,279,14877,6940,7737,14599,277,1,89296,869,105077,90165,14877,279,3599,1996,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,22910,569,969,2611,2924,3100,3184,3248,3154,2322,790,39,0 to 105,49,12145,10585,180,22530,380,0,1181,16830,356,5822,215,9178,13545,3,184,22343,8693,384,85,16,4596,4430,51,9077,245,486,1586,1522,1557,1452,1108,637,403,181,1,0 to 101,39,4292,531,821,3433,3633,2059,3385,1018,22,631,12,6,120,9178,4487,4635,9077,101,0,47929,279,57448,48208,9178,120,5591,4611,39,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,247864,3143,5576,24291,42566,40515,44840,39419,25095,13982,7677,760,0 to 225,46,128148,117986,1730,246019,1844,1,7685,217540,2785,27414,1126,113143,134394,91,236,245694,110917,1344,873,9,56531,55000,730,112261,1564,3352,14346,21682,19180,20364,15738,8896,5005,2860,156,0 to 108,43,38565,10203,8397,55096,42794,13095,56372,10315,61,5328,34,16,1455,113143,55433,56917,112260,882,1,486595,953,602089,487548,113143,1455,9401,8663,43,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,5211,95,123,413,755,747,887,1019,720,339,111,2,0 to 101,50,2677,2499,35,5115,96,0,1466,2496,83,1375,146,1198,3961,0,52,5065,1144,27,22,5,547,620,4,1171,27,42,142,236,209,213,151,109,54,15,0,0 to 100,42,641,49,40,441,347,372,452,174,6,76,5,1,6,1198,637,557,1171,27,0,10071,66,11343,10137,1198,6,2238,1961,42,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,10139,295,406,1193,1469,1475,1580,1568,1237,633,273,10,0 to 119,46,5228,4860,51,10055,84,0,429,7633,99,1967,165,3125,6997,0,17,10038,3029,73,23,0,1285,1795,22,3102,50,94,619,569,506,511,406,214,102,54,0,0 to 101,38,1637,257,145,1063,88,1829,1185,122,0,153,1,0,22,3125,1804,1299,3102,23,0,21583,60,24797,21643,3125,22,3036,2493,38,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,2750,64,85,378,365,390,397,435,309,186,138,3,0 to 101,47,1448,1266,36,2595,155,0,123,2245,15,1081,130,1119,1629,0,2,2593,989,26,101,3,489,525,1,1015,16,42,267,182,181,148,159,67,45,12,0,0 to 101,37,822,59,36,98,212,709,94,134,16,53,2,0,12,1119,575,543,1015,104,0,7091,53,8301,7144,1119,12,545,490,37,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,4419,54,94,411,779,756,768,653,420,288,189,7,0 to 105,46,1841,2493,85,4391,28,0,22,3014,19,1281,44,1544,2869,1,5,4385,1479,51,13,1,454,1063,13,1530,14,39,155,318,293,289,209,114,62,50,1,0 to 100,43,719,310,53,448,63,643,824,130,2,83,0,0,26,1544,1070,460,1530,14,0,8009,14,9578,8023,1544,26,1057,858,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,1359,20,43,121,164,173,222,271,164,121,60,0,0 to 119,52,777,538,44,1350,9,0,47,945,9,453,15,469,886,0,4,1346,390,74,5,0,231,206,27,464,6,21,58,70,58,77,80,49,37,13,0,0 to 99,48,211,72,17,164,6,270,188,32,0,31,0,0,13,469,208,234,464,5,0,3454,4,3930,3458,469,13,388,330,48,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,4388,65,102,452,495,541,624,788,704,422,191,4,0 to 103,53,2389,1854,145,4236,152,0,201,3407,28,652,106,1009,3354,0,25,4212,927,29,51,2,480,475,1,956,16,28,207,149,157,155,140,101,35,21,0,0 to 95,42,595,99,48,214,47,674,235,132,2,58,0,0,8,1009,496,512,956,53,0,12323,98,13448,12421,1009,8,1117,1111,42,3.7594213077324343,0.1544196859093086
