OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
19,19,43,085,MARTIN,Martin,FL,11897,248,492,1353,1354,1447,1594,1885,1708,1238,559,19,0 to 100,51,6065,5474,358,11782,115,0,1058,7594,82,4130,142,5137,6705,2,53,11729,5076,26,35,0,2529,2549,24,5102,113,279,868,798,771,773,610,386,327,210,2,0 to 100,41,2440,273,1180,1209,1883,2183,1036,702,4,408,3,1,153,5137,2569,2543,5102,35,0,34849,77,40109,34926,5137,153,4075,4064,{14DC1D1D-CE53-4995-9CF2-039FE1559F59},25,549,574,0.0435540069686411,NA,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,97055,2305,4142,13170,16300,14459,14698,13872,9801,5243,2528,537,0 to 119,43,53653,42676,726,96476,579,0,6417,75159,458,18890,756,44999,51465,20,571,95886,44046,709,238,6,23736,20696,323,44755,933,2113,8365,8945,7038,6718,5083,2836,1612,927,429,0 to 110,37,16747,5791,6503,15714,11451,15175,18129,3661,29,1970,20,5,738,44999,20803,23865,44755,244,0,299486,341,345355,299827,44999,738,15646,15300,{12BE5E4E-9D96-4B8E-8617-77C84F3BC487},184,3577,3761,0.0489231587343792,NA,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,26860,535,1153,2826,3360,3357,3665,4300,4110,2485,956,113,0 to 119,50,14811,11732,317,26482,378,0,3979,18480,177,9412,179,12365,14477,3,15,26464,12142,88,135,0,6419,5695,116,12230,277,798,2027,2099,1935,1808,1526,987,594,305,9,0 to 101,40,6605,1238,2129,2258,3617,5826,2787,808,10,852,8,2,317,12365,5761,6481,12230,135,0,102040,273,114759,102313,12365,317,1536,1436,{0AD77407-CEAA-4C6B-9E84-485E7D0FA9CC},54,1757,1811,0.0298177802319161,NA,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,14520,229,626,1750,1837,2180,2410,2255,1770,1028,409,26,0 to 102,47,7941,6335,244,14486,34,0,1600,8546,130,3995,222,5628,8860,1,31,14454,5414,197,16,0,2903,2655,53,5611,60,214,873,833,947,981,762,495,316,145,1,0 to 102,43,3327,844,477,963,510,3989,1112,925,2,390,3,0,114,5627,2664,2910,5611,16,0,47005,18,52681,47023,5627,114,5010,4975,{D8B9952E-371D-460F-96AE-4666BDB4AD84},31,707,738,0.0420054200542005,NA,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,2821,104,315,499,485,375,406,302,204,97,34,0,0 to 95,35,1444,1354,23,2812,9,0,97,886,2,1988,27,1519,1297,1,4,2807,1065,447,6,1,729,778,5,1512,40,133,294,285,229,248,151,88,42,9,0,0 to 93,35,1088,123,213,88,909,500,103,194,3,134,4,1,11,1519,783,731,1512,7,0,6904,2,8434,6906,1519,11,2451,2350,{30DCFC30-6A6D-4712-9819-F2940D3F56ED},15,71,86,0.174418604651163,NA,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,29162,408,1102,2785,3935,3953,4220,4526,4323,2765,1128,17,0 to 168,50,17534,11586,42,29121,41,0,5875,12454,177,13015,318,10345,18790,1,26,29094,9990,335,19,1,6102,4216,7,10325,135,400,1297,1819,1803,1636,1383,964,589,316,3,0 to 106,43,6731,1971,929,694,1419,7814,1092,1594,6,1028,1,0,335,10345,4222,6115,10325,20,0,69147,21,79622,69168,10345,335,5011,4849,{76CC1B01-DF08-469D-A322-71F8D05597D9},43,1054,1097,0.0391978122151322,NA,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,32216,371,858,3021,4018,3838,4687,5970,5187,2820,1360,86,0 to 119,53,17847,13900,469,32048,168,0,2417,23439,230,9516,456,11819,20326,0,71,31977,10769,965,79,6,6164,5536,34,11734,148,423,1861,2000,1625,1744,1691,1221,693,408,5,0 to 103,43,5780,1534,2358,2062,1929,7105,2700,1574,20,908,11,1,300,11819,5579,6206,11734,85,0,90652,85,102685,90737,11819,300,5654,5034,{3B926974-437E-4986-9BFF-D87D276166F4},95,1562,1657,0.0573325286662643,NA,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1748,35,98,177,233,336,236,265,210,110,47,1,0 to 118,44,836,908,4,1747,1,0,108,714,6,993,11,863,885,0,0,1747,784,78,1,0,316,546,0,862,7,38,92,138,182,132,131,89,44,10,0,0 to 91,43,628,187,28,19,54,770,38,84,0,58,0,0,11,863,546,317,862,1,0,4628,0,5503,4628,863,11,881,826,{2691DAEB-CC0B-4ABC-A209-FE46CE33086C},1,27,28,0.0357142857142857,NA,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,23322,433,765,2116,2725,2758,3178,3664,3764,2568,932,419,0 to 103,53,12425,10109,788,23148,174,0,1677,17869,222,4804,190,8083,15057,3,179,22968,7909,120,53,1,4200,3723,106,8029,148,334,1197,1291,1191,1202,1085,845,534,249,7,0 to 103,43,3319,1005,1627,2078,1354,4224,2451,1056,16,682,9,2,214,8083,3752,4222,8029,54,0,82962,122,91272,83084,8083,214,4017,3728,{9712F6A1-E709-4877-97E2-3FE2EADA2B79},34,1245,1279,0.0265832681782643,NA,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,3005,76,174,380,383,344,415,493,390,254,92,4,0 to 118,48,1701,1292,12,2998,7,0,270,1569,16,1476,39,1096,1909,0,0,2998,999,91,3,3,563,526,1,1090,25,74,197,160,142,162,142,117,61,14,2,0 to 99,41,646,169,184,91,224,747,119,123,0,86,0,0,10,1096,530,565,1090,6,0,8029,1,9135,8030,1096,10,1580,1530,{E8B9FC01-E14C-4049-BABC-F4AA93256EA0},3,85,88,0.0340909090909091,NA,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,6604,50,140,283,500,569,655,886,1969,1278,207,67,0 to 119,66,3206,3267,131,6523,81,0,432,4198,164,2416,186,2731,3843,0,30,6493,2500,221,9,1,1163,1547,11,2721,12,77,175,317,391,385,370,541,355,81,27,0 to 99,54,1425,498,140,658,133,1650,938,426,2,270,0,0,79,2731,1550,1170,2721,10,0,22924,70,25753,22994,2731,79,1296,1284,{A985CCBC-BA3E-4854-ACDF-8E9CD885E5AA},15,290,305,0.0491803278688525,NA,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,26238,486,975,3343,3906,3754,4049,3959,3141,1543,875,207,0 to 119,46,14629,11407,202,26170,68,0,2097,19101,246,5744,233,9605,16447,2,184,25988,9496,74,35,0,5065,4461,44,9570,165,364,1927,1849,1430,1392,1073,674,371,357,3,0 to 108,38,6647,1255,1361,307,2652,6548,370,1115,7,712,3,0,234,9605,4473,5086,9570,35,0,80569,33,90276,80602,9605,234,6413,6172,{5A9B725E-B5BC-4433-A9C5-F30390148C62},42,1082,1124,0.0373665480427046,NA,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,100426,1933,3082,13022,18094,16451,15940,14617,9701,4697,1943,946,0 to 120,43,53856,45825,745,99119,1306,1,6617,74749,585,17691,798,43044,56959,4,419,98697,42393,189,456,6,21729,20466,387,42582,704,1524,8404,9666,7446,6223,4647,2429,1303,649,49,0 to 106,36,14191,6670,8842,12879,11355,14025,17202,2746,55,1484,42,6,528,43044,20700,21946,42581,462,1,333320,843,377527,334163,43044,528,7122,6893,{E33D02E5-646C-40C2-B9D7-442237FBB181},258,5011,5269,0.0489656481305751,NA,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,8152,127,341,778,866,804,1040,1382,1424,989,396,5,0 to 222,56,4683,3341,128,8131,21,0,540,4218,119,3451,72,3001,5096,2,53,8078,1981,1007,5,7,1670,1315,3,2988,35,111,389,343,324,439,508,400,296,154,1,0 to 100,52,2383,177,219,209,146,2517,325,284,1,310,1,1,125,3000,1324,1673,2988,12,0,24899,7,27917,24906,3000,125,4591,4148,{3C97198A-A027-4923-A8F8-CE1FAFD29127},13,517,530,0.0245283018867925,NA,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,7994,129,301,860,1028,980,1144,1266,1006,747,532,1,0 to 106,51,4689,3294,11,7961,33,0,731,4419,66,3951,67,3385,4605,0,4,7957,2830,536,17,2,1866,1500,0,3366,37,115,425,479,452,517,481,386,287,206,0,0 to 101,49,2599,300,460,7,615,2729,22,565,2,427,3,1,153,3385,1505,1879,3366,19,0,26955,14,30373,26969,3385,153,4314,4263,{6EB18EB2-9734-45D8-9BA1-42EEE8F524AF},26,515,541,0.0480591497227357,NA,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,59025,650,1277,5338,8350,7304,8633,10528,8727,5192,2953,73,0 to 120,52,33378,25580,67,58597,428,0,6383,41549,411,22481,743,23746,35257,2,20,58575,23021,557,159,9,12702,10867,9,23578,316,856,3367,4415,3254,3443,3487,2230,1376,999,3,0 to 105,43,15171,4201,2278,1928,2805,16445,4328,3322,36,2425,26,4,793,23746,10954,12783,23578,168,0,213876,275,238052,214151,23746,793,1712,1621,{9A6AE3E8-4AEA-4D85-A26A-0191E0A5371A},126,3644,3770,0.03342175066313,NA,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,4866,119,247,603,693,723,690,719,512,321,228,11,0 to 118,45,2372,2443,51,4848,18,0,147,1819,110,2705,55,2895,1968,0,3,4845,2671,206,15,3,1117,1752,8,2877,56,149,419,457,495,452,396,240,143,87,1,0 to 102,42,1745,592,425,115,532,2140,205,333,2,154,0,0,76,2895,1758,1129,2877,18,0,8995,0,11938,8995,2895,76,1139,1135,{50957D1D-0570-4E74-922C-4AB5F585C01C},23,272,295,0.0779661016949152,NA,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,80446,1511,2943,9711,14419,11973,12116,12463,8608,4341,2205,156,0 to 119,44,43646,35532,1268,79535,911,0,5014,62762,454,12247,373,32625,47559,14,248,79277,30082,2162,356,25,17093,14780,371,32244,534,1473,5279,7023,5136,4806,4020,2412,1232,690,20,0 to 103,38,9739,10389,3821,8295,2647,18884,10713,2242,44,1201,25,20,505,32625,14971,17271,32244,381,0,263124,546,296540,263670,32625,505,9856,9743,{E178A8CF-16FC-449E-ABF2-A69CFAD303D5},136,3196,3332,0.0408163265306122,NA,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,1584,13,23,158,427,370,208,159,105,66,54,1,0 to 119,39,398,1181,5,1584,0,0,17,919,0,1225,3,1258,323,0,3,1581,1211,47,0,0,190,1068,0,1258,7,15,108,392,326,177,122,67,25,19,0,1 to 98,37,852,349,39,18,151,1024,83,45,0,24,0,0,15,1258,1068,190,1258,0,0,1507,0,2778,1507,1258,15,354,354,{FFDA6C44-8232-4BA9-A8D7-1995D8FD20D3},4,28,32,0.125,NA,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1806,50,133,192,246,212,292,331,222,97,31,0,0 to 94,47,862,940,4,1743,63,0,120,608,1,870,34,920,880,0,6,1737,906,4,10,0,361,549,0,910,20,55,89,146,130,165,179,97,28,11,0,0 to 94,46,598,276,16,20,42,818,50,127,3,53,2,0,15,920,556,364,910,10,0,5065,55,6046,5120,920,15,927,923,{35DF54B7-4874-405B-8EF3-9E45948BA616},2,98,100,0.02,NA,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,2273,35,105,200,234,308,307,585,371,104,24,0,0 to 118,53,680,1588,5,2273,0,0,252,1112,4,1169,5,1066,1207,0,0,2273,855,211,0,0,272,794,0,1066,14,35,109,148,190,157,233,131,39,10,0,0 to 93,47,730,289,32,15,35,983,48,61,0,56,0,0,27,1066,794,272,1066,0,0,8812,0,9894,8812,1066,27,1052,1051,{254BD11B-C8FE-4E18-B61D-A60A5658D980},8,40,48,0.166666666666667,NA,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,2855,66,152,351,376,363,419,502,312,196,112,6,0 to 118,47,1604,1239,12,2852,3,0,338,1344,34,1326,4,1197,1654,0,4,2848,887,309,1,0,582,614,0,1196,19,59,162,179,170,190,209,121,64,24,0,0 to 107,45,796,285,58,57,34,1068,94,140,0,72,0,0,11,1197,615,582,1196,1,0,6070,2,7289,6072,1197,11,1812,1781,{588F1D06-056B-4AF5-A2E7-A5366C833BA5},3,106,109,0.0275229357798165,NA,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,3013,65,241,419,399,445,493,446,309,145,49,2,0 to 102,43,1505,1502,6,3003,10,0,188,1325,13,1634,80,1233,1777,1,2,3000,1176,49,7,1,494,731,0,1225,16,65,200,212,216,228,170,83,32,11,0,0 to 102,40,819,226,102,78,61,1045,119,128,0,60,1,0,11,1233,733,500,1225,8,0,9579,2,10859,9581,1233,11,1849,1774,{72742CEE-2B13-49F0-BE2B-615F9835DD19},14,205,219,0.0639269406392694,NA,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,29243,364,783,2695,3364,3402,4067,5892,4915,2741,972,48,0 to 119,54,16326,12803,114,29191,52,0,2178,22920,107,8666,322,10268,18968,0,7,29184,10017,205,42,4,5489,4696,37,10222,108,392,1648,1591,1385,1416,1560,1039,677,450,2,0 to 105,45,5595,1183,869,2575,1141,6025,3056,1612,11,945,4,1,342,10268,4720,5511,10222,46,0,104304,14,114652,104318,10268,342,2891,2833,{943DB4A8-472C-444E-B81A-0E7CF9758CA2},84,2040,2124,0.0395480225988701,NA,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,39858,1001,2016,4610,6084,5910,5850,5645,4561,2813,1257,111,0 to 119,45,22013,17580,265,39692,166,0,6023,24509,231,15665,427,21572,18199,1,86,39605,19287,2194,75,16,11467,9871,143,21481,459,1228,3179,3798,3572,3217,2688,1727,1094,598,12,0 to 103,40,12231,3833,1861,3556,6109,10667,4705,3031,18,2246,14,2,578,21572,9911,11517,21481,91,0,127235,78,149006,127313,21572,578,9361,8795,{233F5CAC-222A-4EE3-81FE-76BB2A2139F5},113,2429,2542,0.0444531864673485,NA,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,26787,477,1414,3133,4394,4434,4496,3795,2627,1323,516,178,0 to 155,43,14512,12137,138,26670,117,0,3900,15618,390,8939,381,13356,13198,2,231,26439,13168,100,86,2,6966,6255,47,13268,229,728,1987,2542,2410,2283,1517,915,504,230,11,0 to 105,39,5149,829,4305,2985,6956,2898,3414,1268,14,728,10,2,178,13356,6311,6997,13268,88,0,78289,28,91812,78317,13356,178,7138,6630,{98FBCDAD-181A-4269-A498-787173F6E740},45,1406,1451,0.031013094417643,NA,3.375268581975384,0.3579282820217912
