OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,752,19,17,51,74,105,114,144,135,71,21,1,0 to 101,54,418,330,4,745,7,0,26,562,41,209,15,184,567,0,1,744,134,46,4,0,80,100,0,180,4,3,23,26,29,34,29,19,9,8,0,0 to 95,47,82,84,11,3,13,157,10,29,2,21,0,0,5,184,103,81,180,4,0,1936,3,2125,1939,184,5,178,140,47,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,1632,79,91,184,204,215,238,225,214,118,58,6,0 to 99,47,1008,619,5,1604,28,0,76,1013,53,706,41,560,1069,0,3,1601,354,197,9,0,325,226,0,551,29,43,79,81,80,95,75,43,15,20,0,0 to 98,40,135,374,29,13,31,468,52,100,0,24,0,1,6,560,228,332,551,9,0,4093,19,4681,4112,560,6,694,594,40,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2367,7,14,200,712,579,422,285,101,32,7,8,0 to 105,38,249,2111,7,2367,0,0,9,2009,1,182,6,340,2026,0,1,2366,336,4,0,0,53,286,1,340,2,5,50,79,66,74,50,11,2,1,0,0 to 85,39,207,109,10,14,16,228,96,14,0,6,0,0,2,340,286,53,340,0,0,2607,0,2948,2607,340,2,253,228,39,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2240,33,53,214,578,443,350,260,183,78,45,3,0 to 118,40,592,1630,18,2232,8,0,64,1908,9,553,12,565,1674,0,1,2231,493,67,4,1,204,356,0,560,22,36,85,130,94,88,65,29,12,4,0,0 to 90,36,240,275,37,8,90,315,155,78,1,19,0,0,3,565,359,206,560,5,0,3250,3,3820,3253,565,3,47,45,36,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,6159,77,91,668,1013,961,1025,998,670,384,219,53,0 to 119,47,3217,2885,57,6081,78,0,488,4896,28,1723,120,3146,3003,0,10,6071,2951,136,57,2,1489,1588,10,3087,43,59,485,664,565,525,403,246,114,42,0,0 to 104,40,1758,327,154,848,293,1763,1031,260,11,103,4,4,18,3146,1621,1515,3087,59,0,18470,25,21671,18495,3146,18,209,202,40,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,5413,120,157,431,784,855,823,968,701,348,216,10,0 to 119,49,2368,2969,76,5392,21,0,484,3190,63,2134,22,2285,3124,0,4,5388,2077,200,6,2,557,1716,4,2277,43,66,222,431,474,411,345,180,82,30,1,0 to 99,42,763,379,97,1038,97,935,1245,19,0,90,0,0,10,2285,1723,558,2277,8,0,9538,13,11887,9551,2285,10,50,48,42,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,1226,39,28,158,192,190,189,190,123,81,34,2,0 to 99,45,683,519,24,1167,59,0,112,881,16,345,7,322,890,0,14,1153,241,81,0,0,157,162,3,322,4,10,54,55,60,46,46,22,20,5,0,1 to 97,40,214,58,30,20,11,278,33,43,0,25,0,0,4,322,162,157,322,0,0,3668,58,4049,3726,322,4,389,388,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1208,20,33,118,182,171,203,194,178,79,29,1,0 to 119,49,591,601,16,1190,18,0,37,819,5,341,35,399,808,0,1,1189,335,55,6,3,122,266,2,390,6,8,54,91,77,70,43,31,13,6,0,0 to 93,39,239,82,28,41,22,292,76,22,0,10,0,0,1,399,269,128,390,9,0,3457,9,3873,3466,399,1,400,394,39,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9767,204,324,902,1137,1224,1284,1601,1522,1078,468,23,0 to 100,53,4886,4468,413,9663,104,0,780,6822,82,3026,100,3485,6233,1,48,9615,3442,19,24,0,1647,1792,22,3461,103,196,556,609,585,535,372,230,174,122,3,0 to 100,39,1459,194,990,818,1717,1117,627,539,4,303,3,1,68,3485,1806,1657,3461,24,0,20166,77,23760,20243,3485,68,1801,1790,39,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,77563,1790,2655,8809,13205,11616,11901,11715,8593,4582,2128,569,0 to 119,45,43322,33751,490,77100,463,0,2873,67410,458,8039,422,27823,49550,22,168,76910,27209,493,116,5,14652,12831,219,27702,587,1224,4838,6047,4436,4131,3066,1639,911,487,457,0 to 104,36,8983,3540,3376,11803,6377,7856,13469,2158,15,1181,12,5,310,27823,12882,14722,27702,121,0,182892,341,211373,183233,27823,310,5583,5236,36,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,22228,421,787,2050,2671,2674,2997,3719,3700,2264,837,108,0 to 119,53,12314,9527,387,21904,324,0,1648,18694,177,3755,66,8090,14129,3,6,21895,7932,70,88,0,4125,3732,145,8002,186,508,1299,1450,1309,1192,983,592,380,186,5,0 to 101,39,3191,678,810,3323,1755,2317,3930,365,6,482,4,2,158,8090,3774,4168,8002,88,0,67613,234,75978,67847,8090,158,577,479,39,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,10591,159,321,1046,1330,1520,1743,1771,1478,850,352,21,0 to 101,50,6042,4431,118,10564,27,0,576,8546,130,1737,104,2615,7960,1,15,10548,2486,120,9,0,1438,1160,8,2606,23,91,420,410,409,435,357,241,145,84,0,0 to 100,43,1253,444,209,700,251,1581,774,383,0,175,0,0,47,2615,1164,1443,2606,9,0,27946,18,30594,27964,2615,47,1604,1571,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,1791,61,164,285,330,228,240,209,164,81,29,0,0 to 94,37,966,800,25,1783,8,0,70,713,2,997,17,805,985,1,0,1782,553,246,5,1,408,386,5,799,24,82,148,165,110,112,74,58,25,7,0,0 to 93,33,597,77,97,28,548,220,31,120,3,67,3,1,6,805,390,410,799,6,0,3377,2,4189,3379,805,6,1409,1308,33,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,20900,271,478,1722,2703,2649,3002,3412,3490,2260,884,29,0 to 168,53,12710,8123,67,20867,33,0,5321,12584,177,5848,238,3928,16447,0,525,20344,3810,109,8,1,2306,1591,22,3919,59,122,546,764,714,595,521,326,203,76,2,0 to 99,40,2211,626,306,776,521,2302,1096,553,4,338,0,0,51,3928,1592,2314,3919,9,0,36864,21,40846,36885,3928,51,1557,1392,40,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,26148,277,546,2021,3113,2996,3778,5034,4485,2441,1177,280,0 to 119,55,14605,10958,585,26016,132,0,1139,22515,230,3865,243,6473,19646,0,29,25988,5771,653,43,6,3413,2986,25,6424,90,233,1009,1189,896,958,904,621,350,217,6,0 to 103,42,2730,832,1291,1571,1006,3373,2045,787,7,479,5,0,103,6473,3011,3437,6424,49,0,57556,82,64184,57638,6473,103,2351,1729,42,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1026,24,48,93,124,166,127,160,152,88,43,1,0 to 118,50,616,399,11,1026,0,0,41,739,6,239,6,238,788,0,0,1026,203,35,0,0,141,96,1,238,0,16,28,38,33,27,33,33,24,6,0,6 to 91,47,174,19,3,42,3,184,51,35,0,24,0,0,4,238,96,141,238,0,0,2072,0,2312,2072,238,4,371,316,47,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,19245,310,408,1446,2126,2103,2518,3030,3172,2194,726,1212,0 to 103,55,10213,8098,934,19092,153,0,290,17693,222,1107,111,4259,14942,0,44,19050,4168,60,31,0,2181,1980,67,4228,77,154,673,791,662,655,577,366,224,71,9,0 to 103,41,1185,481,643,1919,498,1477,2253,320,13,207,5,1,49,4259,1997,2195,4228,31,0,52927,120,57367,53047,4259,49,1354,1063,41,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,2201,47,62,242,278,243,314,411,308,210,84,2,0 to 118,52,1264,920,17,2197,4,0,102,1534,16,654,12,493,1708,0,0,2197,451,39,0,3,236,252,2,490,9,21,92,79,66,77,74,42,23,9,1,0 to 99,41,211,64,137,78,165,231,94,47,0,27,0,0,2,493,254,237,490,3,0,4952,1,5455,4953,493,2,725,675,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,4715,31,51,166,240,256,385,638,1641,1057,165,85,0 to 119,68,2370,2186,159,4635,80,0,301,3811,164,883,93,1028,3663,0,24,4611,939,81,7,1,461,553,6,1020,2,21,78,69,103,130,147,269,168,41,0,4 to 99,62,586,155,52,227,56,713,251,236,1,146,0,0,27,1028,556,466,1020,8,0,14627,72,15741,14699,1028,27,525,513,62,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,22441,327,575,2501,3251,3104,3445,3446,2840,1394,710,848,0 to 119,48,12555,9658,228,22383,58,0,814,19517,246,2036,135,6231,16165,1,44,22342,6142,65,24,0,3282,2834,91,6207,102,182,1279,1284,932,920,663,415,244,209,1,0 to 104,37,2358,643,687,2519,744,1805,3658,575,5,357,1,0,71,6231,2844,3293,6207,24,0,54809,30,61131,54839,6231,71,2084,1842,37,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,87613,1535,2161,9658,15199,13663,13646,12798,8641,4116,1600,4596,0 to 120,44,47057,39835,721,86284,1328,1,2089,81160,585,6798,482,27820,59414,0,379,85907,27313,138,364,5,13687,13366,398,27451,416,725,5256,6916,4901,4111,2966,1445,736,321,27,0 to 106,35,6077,3591,4259,13524,3818,5428,18205,1439,51,756,40,5,179,27820,13561,13853,27450,369,1,214490,957,243533,215447,27820,179,2915,2687,35,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,5330,56,120,410,566,517,675,969,1067,716,226,8,0 to 222,58,2975,2203,152,5321,9,0,257,3853,119,1071,40,1123,4194,1,12,5309,677,444,2,0,567,552,2,1121,12,30,166,147,126,171,210,133,90,38,0,0 to 100,50,860,78,69,114,59,903,159,77,0,100,0,0,20,1123,553,568,1121,2,0,14943,6,16083,14949,1123,20,1918,1465,50,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,5403,97,120,529,739,671,785,913,715,524,306,4,0 to 102,52,3216,2174,13,5375,28,0,478,3872,66,1685,56,1521,3880,1,1,5373,1255,252,12,2,821,686,0,1507,21,52,225,259,211,229,212,157,107,48,0,0 to 100,44,1027,150,150,180,233,950,324,293,2,170,2,1,23,1521,690,831,1507,14,0,15005,14,16546,15019,1521,23,1735,1684,44,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,50583,544,924,4273,7086,6151,7334,9130,7767,4707,2578,89,0 to 120,53,28790,21677,116,50200,383,0,4206,40223,411,13459,510,15541,35020,1,21,50178,15237,190,107,7,8284,7100,43,15427,214,528,2335,3187,2150,2227,2139,1304,857,591,9,0 to 104,41,7432,2631,1120,4244,1507,8863,5057,1845,25,1374,21,2,395,15541,7160,8337,15427,114,0,138772,267,154693,139039,15541,395,1174,1082,41,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2952,88,132,311,388,386,364,434,356,264,218,11,0 to 118,49,1803,1078,71,2935,17,0,107,2033,110,1017,25,1038,1910,0,4,2931,879,142,14,3,575,438,8,1021,35,80,166,141,168,140,114,86,70,37,1,0 to 102,40,530,144,201,146,313,520,188,164,2,86,0,0,32,1038,444,586,1021,17,0,5512,0,6561,5512,1038,32,276,272,40,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,66350,1076,1871,7470,11945,9984,10079,10672,7474,3753,1893,133,-6 to 119,45,36095,29481,774,65606,744,0,1771,58765,454,5473,262,20138,46067,11,134,65466,18505,1421,195,17,10398,9402,126,19926,273,787,3372,4779,3359,2939,2315,1317,631,358,8,0 to 103,37,4816,6393,1878,6839,1610,9524,8792,1064,27,582,14,5,146,20138,9519,10491,19926,212,0,166201,520,187072,166721,20138,146,4791,4677,37,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,423,10,4,49,57,43,46,52,58,58,45,1,0 to 119,55,266,149,8,423,0,0,13,337,0,46,1,92,331,0,0,423,84,8,0,0,49,41,2,92,5,4,9,20,5,15,16,12,3,3,0,1 to 98,48,47,19,15,11,14,66,12,19,0,7,0,0,0,92,41,49,92,0,0,747,0,842,747,92,0,60,60,48,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,931,18,49,85,102,100,159,180,148,70,20,0,0 to 94,52,522,405,4,869,62,0,60,602,1,219,21,265,665,0,1,868,253,3,9,0,143,112,1,256,5,17,37,32,38,53,47,30,4,2,0,1 to 89,45,148,88,4,16,16,215,25,58,2,16,2,0,0,265,119,145,256,9,0,2808,53,3130,2861,265,0,360,356,45,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,1397,15,33,95,99,141,176,451,298,74,15,0,0 to 118,58,398,993,6,1397,0,0,80,1163,4,263,5,247,1150,0,0,1397,181,66,0,0,75,172,0,247,4,9,35,29,30,35,69,32,3,1,0,0 to 89,50,144,50,6,47,7,180,60,26,0,19,0,0,4,247,172,75,247,0,0,2929,0,3177,2929,247,4,269,267,50,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1684,32,42,160,215,200,251,315,201,158,104,6,0 to 118,52,1050,613,21,1682,2,0,89,1379,34,323,2,240,1443,0,1,1681,154,86,0,0,149,91,0,240,6,10,38,31,38,37,26,17,24,13,0,0 to 107,44,157,69,11,3,6,230,4,35,0,25,0,0,3,240,91,149,240,0,0,3595,2,3840,3597,240,3,481,449,44,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,1855,24,59,168,247,285,324,332,248,125,42,1,0 to 102,49,926,919,10,1849,6,0,53,1258,13,579,30,535,1318,0,2,1847,495,36,3,1,179,350,2,531,3,18,69,102,108,99,86,30,16,4,0,2 to 86,41,323,141,30,37,36,427,68,57,0,25,0,0,2,535,352,181,531,4,0,6406,2,6980,6408,535,2,481,406,41,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,24044,298,466,1943,2698,2754,3377,5025,4312,2311,714,146,0 to 119,55,13484,10441,119,24017,27,0,1200,21089,107,4060,140,5155,18881,1,7,24009,5029,105,18,3,2709,2399,26,5134,52,130,966,940,750,746,710,422,248,191,0,0 to 105,41,2684,509,421,1520,690,2744,1700,726,6,366,3,0,85,5155,2409,2720,5134,21,0,71165,6,76384,71171,5155,85,1353,1295,41,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,29251,684,1085,3025,4430,4281,4257,4246,3686,2252,972,333,0 to 119,47,16253,12681,317,29134,117,0,1489,24056,231,5018,213,11893,17320,1,37,29096,10625,1229,30,9,6203,5488,163,11854,232,580,1803,2297,2104,1753,1385,903,533,300,3,0 to 103,39,5341,2009,1057,3447,2821,4545,4488,1457,11,1011,10,1,236,11893,5503,6227,11854,39,0,72534,76,84569,72610,11893,236,3805,3235,39,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,20691,273,707,2082,3394,3316,3486,3058,2205,1092,400,678,0 to 155,45,11272,9229,190,20583,108,0,1912,16268,390,3074,230,7973,12637,2,79,20503,7840,53,78,2,4053,3721,119,7893,105,319,1188,1711,1479,1390,860,538,279,98,6,0 to 102,39,2210,376,2061,3246,2789,1154,3950,629,10,317,8,2,55,7973,3774,4077,7893,80,0,47466,27,55592,47493,7973,55,2659,2148,39,3.375268581975384,0.3579282820217912
45,45,28,055,HIGHLANDS,Highlands,FL,4804,85,113,303,558,487,579,741,812,710,396,20,0 to 119,59,2829,1940,35,4738,66,0,152,3933,47,858,41,1103,3693,0,8,4730,997,103,3,0,580,518,2,1100,20,41,130,181,153,160,172,110,96,40,0,0 to 96,47,594,187,172,147,301,586,213,222,2,126,1,0,24,1103,521,580,1100,3,0,13247,63,14425,13310,1103,24,1123,1009,47,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,38366,536,858,3830,5331,5215,5598,5996,5627,3627,1683,65,0 to 119,51,21470,16539,357,37221,1144,1,1410,32501,613,7485,234,14716,23626,2,22,37198,13896,546,268,6,7525,6724,193,14442,261,505,2326,2750,2388,2332,1826,1138,697,484,9,0 to 101,41,5965,1351,576,6550,3271,4374,6797,1687,20,910,17,9,272,14716,6865,7650,14441,274,1,88614,869,104234,89483,14716,272,3576,1974,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,22786,566,963,2595,2910,3077,3161,3232,3143,2316,784,39,0 to 105,49,12079,10536,171,22406,380,0,1138,16862,356,5680,212,9069,13538,3,176,22227,8586,382,85,16,4537,4388,43,8968,243,481,1573,1509,1536,1435,1093,626,396,176,1,0 to 101,39,4223,514,802,3429,3553,2013,3402,991,22,621,12,6,120,9069,4445,4576,8968,101,0,47483,279,56892,47762,9069,120,5493,4513,39,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,245015,3106,5482,23883,41999,40025,44328,39006,24906,13886,7643,751,0 to 225,46,126672,116630,1713,243173,1841,1,7314,215938,2785,26869,1120,110352,134348,91,224,242860,108173,1300,870,9,55084,53679,710,109473,1531,3260,13955,21132,18701,19867,15326,8710,4901,2822,147,0 to 108,43,37307,10042,7700,54424,41187,12753,55533,10144,61,5254,33,16,1425,110352,54111,55468,109472,879,1,478201,953,590880,479154,110352,1425,9145,8406,43,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,5172,85,122,410,747,742,884,1012,719,338,111,2,0 to 101,50,2661,2488,23,5076,96,0,1465,2470,83,1351,146,1175,3958,0,39,5039,1122,26,22,5,533,611,4,1148,27,41,139,230,204,210,148,109,52,15,0,0 to 100,42,618,47,36,447,331,361,456,169,6,74,5,1,6,1175,628,543,1148,27,0,9998,66,11247,10064,1175,6,2215,1938,42,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,9937,292,401,1179,1434,1426,1530,1537,1228,629,271,10,0 to 119,46,5175,4714,48,9853,84,0,417,7649,99,1771,162,2945,6985,0,7,9846,2849,73,23,0,1247,1655,20,2922,48,94,611,534,458,469,375,205,99,52,0,0 to 101,38,1544,188,130,1060,73,1690,1159,118,0,148,1,0,22,2945,1664,1261,2922,23,0,21132,60,24164,21192,2945,22,2975,2432,38,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,2724,63,85,372,362,387,396,427,306,185,138,3,0 to 101,47,1437,1251,36,2575,149,0,120,2227,15,1053,128,1094,1628,0,2,2573,970,26,95,3,480,515,1,996,15,42,261,179,178,147,152,64,44,12,0,0 to 101,37,799,59,35,103,207,692,97,122,14,52,2,0,12,1094,560,533,996,98,0,7011,52,8195,7063,1094,12,528,473,37,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,4169,52,94,396,716,704,709,611,404,287,189,7,0 to 105,46,1832,2251,86,4141,28,0,22,3008,19,1042,44,1297,2866,1,5,4135,1232,51,13,1,448,822,13,1283,13,39,140,255,241,232,168,97,61,50,1,0 to 100,43,573,301,52,357,53,622,608,130,2,83,0,0,26,1297,829,454,1283,14,0,7821,14,9144,7835,1297,26,1058,859,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,1348,20,42,123,162,171,218,267,164,121,60,0,0 to 119,52,771,535,42,1339,9,0,47,938,9,436,15,460,884,0,4,1335,381,74,5,0,227,203,25,455,6,20,60,69,56,73,77,49,37,13,0,0 to 99,48,206,71,17,161,5,265,185,32,0,31,0,0,13,460,205,230,455,5,0,3429,4,3895,3433,460,13,385,327,48,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,4359,65,100,443,494,537,621,783,701,422,189,4,0 to 103,53,2372,1843,144,4208,151,0,199,3398,28,637,104,986,3348,0,25,4185,906,29,49,2,473,462,0,935,16,26,201,148,154,153,134,98,35,21,0,0 to 95,42,582,98,48,207,46,662,227,128,2,56,0,0,8,986,483,503,935,51,0,12173,98,13275,12271,986,8,1106,1100,42,3.7594213077324343,0.1544196859093086
