OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,918,19,20,62,110,134,149,174,153,75,21,1,0 to 101,52,439,475,4,910,8,0,27,705,41,240,16,344,574,0,0,910,290,49,5,0,97,242,0,339,4,5,32,63,58,68,58,36,12,8,0,0 to 95,46,99,111,15,114,15,194,130,33,2,23,0,0,5,344,246,98,339,5,0,2212,4,2570,2216,344,5,221,183,47,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,1727,87,106,198,212,232,251,235,221,121,58,6,0 to 99,46,1069,654,4,1697,30,0,87,1026,53,771,48,643,1081,0,3,1694,402,230,10,1,378,254,0,632,35,54,91,90,93,110,81,51,18,20,0,0 to 98,39,160,426,30,16,37,532,63,108,0,28,0,1,7,643,257,386,632,11,0,4222,19,4893,4241,643,7,758,658,40,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2397,7,16,212,713,583,426,291,102,32,7,8,0 to 105,38,260,2130,7,2397,0,0,9,2024,1,198,6,409,1988,0,0,2397,405,4,0,0,62,346,1,409,2,6,60,100,83,85,58,12,2,1,0,0 to 85,38,240,136,12,21,16,246,147,15,0,6,0,0,2,409,346,62,409,0,0,2649,0,3058,2649,409,2,272,247,39,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2262,33,55,217,582,446,354,261,188,78,45,3,0 to 118,40,607,1637,18,2254,8,0,66,1916,9,567,12,587,1674,0,1,2253,501,81,4,1,219,363,0,582,22,38,88,133,97,92,67,34,12,4,0,0 to 90,36,250,279,39,14,90,329,163,81,1,21,0,0,3,587,366,221,582,5,0,3347,3,3939,3350,587,3,48,46,36,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,6693,83,103,751,1100,1058,1125,1069,720,408,223,53,0 to 119,47,3494,3133,66,6611,82,0,678,4988,28,2329,128,3673,3005,0,15,6596,3475,136,60,2,1762,1831,18,3611,47,72,565,747,660,625,476,295,138,48,0,0 to 104,41,2109,389,224,889,324,2193,1094,369,13,144,5,4,21,3673,1866,1788,3611,62,0,19554,38,23300,19592,3673,21,295,288,40,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,5679,124,160,451,843,901,861,1002,738,368,221,10,0 to 119,49,2467,3132,80,5656,23,0,542,3165,63,2430,23,2572,3103,0,4,5652,2338,224,8,2,660,1890,12,2562,47,69,242,494,518,452,382,224,105,38,1,0 to 102,43,911,418,101,1132,109,1099,1354,28,1,103,0,0,10,2572,1897,663,2562,10,0,10098,13,12736,10111,2572,10,52,50,43,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,1308,40,35,173,201,208,207,200,125,83,34,2,0 to 99,44,727,559,22,1248,60,0,133,890,16,414,11,386,902,0,20,1228,295,90,0,1,188,196,1,385,4,14,65,61,77,61,54,23,21,6,0,1 to 97,39,246,67,40,32,13,324,48,50,0,26,0,0,4,386,196,189,385,1,0,3869,59,4316,3928,386,4,494,493,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1270,21,37,126,190,183,214,201,184,83,30,1,0 to 119,49,628,627,15,1252,18,0,39,826,5,379,44,445,823,0,2,1250,375,61,6,3,150,284,2,436,7,10,59,97,85,78,49,37,16,7,0,0 to 96,39,281,80,31,44,22,334,80,25,0,11,0,0,2,445,287,156,436,9,0,3629,9,4090,3638,445,2,473,467,39,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9940,205,329,932,1157,1243,1310,1629,1536,1095,481,23,0 to 100,53,4977,4554,409,9836,104,0,816,6863,82,3154,106,3637,6254,1,48,9788,3593,20,24,0,1732,1858,23,3613,104,199,579,628,602,556,395,242,193,136,3,0 to 100,39,1580,207,996,830,1745,1253,615,563,4,319,3,1,78,3637,1872,1742,3613,24,0,20805,77,24554,20882,3637,78,1892,1881,39,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,79871,1856,2797,9128,13601,12020,12277,12018,8748,4667,2182,577,0 to 119,45,44547,34826,498,79403,468,0,3400,68523,458,9078,448,30118,49551,23,179,79201,29457,533,123,5,15861,13897,232,29990,644,1357,5148,6444,4832,4511,3372,1797,998,550,465,0 to 104,37,9899,3816,3789,12486,7076,8581,14333,2372,16,1282,12,5,347,30118,13953,15933,29990,128,0,195003,349,225893,195352,30118,347,5692,5345,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,22882,440,832,2152,2772,2774,3088,3809,3751,2295,856,113,0 to 119,52,12674,9814,394,22554,328,0,1866,18831,177,4391,71,8733,14140,3,6,22545,8568,73,92,0,4472,4008,161,8641,201,552,1402,1551,1405,1279,1070,646,412,205,10,0 to 101,39,3601,772,992,3276,2025,2645,3971,417,7,548,6,2,186,8733,4050,4519,8641,92,0,71662,268,80721,71930,8733,186,617,518,39,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,10915,163,329,1100,1364,1576,1806,1820,1509,872,354,22,0 to 101,50,6224,4578,113,10888,27,0,639,8600,130,1946,113,2908,7994,1,12,10875,2777,122,9,0,1599,1292,8,2899,25,96,469,444,458,488,404,271,165,87,1,0 to 100,43,1414,492,234,759,270,1790,839,422,0,194,0,0,48,2908,1296,1604,2899,9,0,29508,18,32449,29526,2908,48,1794,1761,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,1871,65,171,309,348,239,247,217,164,81,30,0,0 to 94,36,1004,842,25,1862,9,0,70,715,2,1075,21,857,1013,1,0,1861,585,265,6,1,433,412,5,850,25,83,166,175,120,117,80,58,25,8,0,0 to 93,33,632,81,104,33,575,242,33,129,3,72,3,1,7,857,417,435,850,7,0,3568,2,4432,3570,857,7,1478,1377,33,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,22610,295,529,1871,3057,3024,3278,3646,3632,2338,911,29,0 to 168,52,13979,8568,63,22574,36,0,5501,12810,177,7102,242,5173,16923,1,513,22062,5013,147,12,1,3296,1844,20,5160,66,146,649,1060,1044,814,666,392,239,95,2,0 to 104,40,3067,979,396,718,647,3377,1136,666,4,407,0,0,61,5173,1845,3308,5160,13,0,40023,23,45289,40046,5173,61,1617,1452,40,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,26847,292,576,2123,3221,3112,3893,5137,4544,2478,1192,279,0 to 119,55,14993,11283,571,26710,137,0,1457,22457,230,4703,281,7097,19712,0,38,26673,6308,735,48,6,3741,3276,26,7043,98,252,1104,1291,999,1057,994,673,388,236,5,0 to 103,42,3160,930,1382,1571,1152,3848,2043,874,7,526,5,0,115,7097,3304,3767,7043,54,0,60997,84,68256,61081,7097,115,2783,2161,42,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1069,25,52,102,130,175,129,170,154,88,43,1,0 to 118,49,634,425,10,1069,0,0,49,731,6,298,7,272,797,0,0,1069,234,38,0,0,159,112,1,272,0,18,33,44,40,31,41,35,24,6,0,6 to 91,45,218,23,4,27,4,236,32,39,0,28,0,0,4,272,112,159,272,0,0,2179,0,2453,2179,272,4,455,400,45,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,19716,322,442,1521,2192,2187,2590,3086,3222,2215,737,1202,0 to 103,55,10471,8327,918,19562,154,0,347,17905,222,1200,116,4661,15001,0,54,19510,4563,66,32,0,2399,2153,77,4629,83,172,737,851,738,720,623,409,242,84,2,0 to 103,41,1306,526,783,2014,578,1662,2389,367,13,232,5,1,51,4661,2170,2413,4629,32,0,55621,125,60485,55746,4661,51,1562,1271,41,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,2323,49,75,264,299,259,335,416,323,217,83,3,0 to 118,51,1326,980,17,2319,4,0,118,1576,16,739,15,595,1728,0,0,2319,547,45,0,3,288,301,3,592,11,30,111,96,78,96,79,55,29,8,2,0 to 99,41,264,97,140,91,169,311,112,56,0,33,0,0,3,595,303,289,592,3,0,5244,1,5849,5245,595,3,801,751,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,4839,31,66,175,246,268,395,655,1675,1076,167,85,0 to 119,68,2436,2250,153,4759,80,0,315,3844,164,947,109,1131,3685,0,23,4736,1016,107,7,1,517,602,4,1123,3,31,86,73,114,138,160,300,183,43,0,3 to 99,62,648,167,62,246,61,784,278,261,1,160,0,0,32,1131,605,522,1123,8,0,15436,73,16653,15509,1131,32,576,564,63,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,22903,349,607,2564,3314,3163,3525,3514,2879,1414,726,848,0 to 119,48,12828,9860,215,22844,59,0,939,19504,246,2401,142,6639,16208,1,55,22791,6546,67,26,0,3525,3007,81,6613,116,204,1337,1348,986,986,727,451,259,224,1,0 to 104,38,2560,702,805,2546,882,2105,3626,648,5,409,1,0,87,6639,3019,3536,6613,26,0,57399,35,64138,57434,6639,87,2301,2059,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,89584,1580,2240,9961,15562,14061,13979,13013,8772,4192,1642,4582,0 to 120,44,48121,40749,714,88242,1341,1,2478,82122,585,7857,503,29699,59478,0,407,87837,29169,149,376,5,14713,14224,381,29318,450,798,5543,7258,5279,4420,3161,1578,817,359,36,0 to 106,36,6687,3887,4772,13972,4578,6274,18466,1594,52,848,41,5,234,29699,14424,14885,29317,381,1,226169,984,257131,227153,29699,234,3169,2941,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,5545,56,132,441,585,541,708,1016,1095,728,234,9,0 to 222,58,3096,2297,152,5536,9,0,279,3928,119,1204,40,1291,4227,1,26,5510,755,534,2,0,659,629,1,1289,12,37,191,161,144,199,250,152,99,46,0,0 to 100,50,968,91,87,143,69,1028,192,90,0,121,0,0,30,1291,630,660,1289,2,0,15795,7,17106,15802,1291,30,2030,1577,50,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,5657,101,131,560,769,700,824,942,748,547,331,4,0 to 102,52,3362,2282,13,5629,28,0,517,3967,66,1915,58,1749,3905,1,2,5626,1465,270,12,2,948,786,1,1735,24,57,255,288,236,263,237,188,128,73,0,0 to 100,45,1166,175,192,202,284,1104,347,337,2,219,2,1,33,1749,790,958,1735,14,0,15828,14,17606,15842,1749,33,2091,2040,45,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,51830,559,975,4404,7264,6319,7551,9337,7909,4786,2638,88,0 to 120,53,29456,22297,77,51444,386,0,4463,40508,411,14851,527,16774,35030,1,25,51419,16468,190,109,7,8938,7715,5,16658,232,578,2464,3362,2316,2434,2336,1447,939,657,9,0 to 104,42,8229,2854,1292,4283,1697,9754,5207,2103,30,1530,21,2,439,16774,7777,8990,16658,116,0,145872,273,163052,146145,16774,439,1212,1120,42,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,3083,94,142,335,403,401,387,450,370,271,219,11,0 to 118,49,1857,1159,67,3066,17,0,110,2044,110,1123,28,1171,1912,0,0,3066,1007,147,14,3,628,518,8,1154,40,89,184,159,184,164,132,102,76,40,1,0 to 102,40,622,157,227,148,340,608,206,184,2,93,0,0,32,1171,524,639,1154,17,0,5780,0,6964,5780,1171,32,335,331,40,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,68003,1111,1981,7684,12258,10236,10334,10890,7624,3817,1934,134,-6 to 119,45,36990,30237,776,67244,759,0,1956,59627,454,5882,270,21665,46174,13,151,67085,19871,1567,206,21,11210,10093,135,21438,300,878,3560,5061,3597,3176,2522,1464,704,395,8,0 to 103,37,5201,6981,2139,7117,1737,10410,9291,1168,28,625,15,6,158,21665,10217,11311,21438,227,0,175981,549,198424,176530,21665,158,5061,4947,37,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,439,10,5,50,58,45,46,57,63,58,46,1,0 to 119,56,279,155,5,439,0,0,15,343,0,56,1,110,329,0,0,439,101,9,0,0,63,47,0,110,5,5,10,22,6,17,21,17,3,4,0,1 to 98,49,60,26,15,9,14,84,12,22,0,7,0,0,1,110,47,63,110,0,0,765,0,878,765,110,1,63,63,49,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1078,25,61,97,118,115,184,210,163,80,25,0,0 to 94,51,593,482,3,1016,62,0,82,603,1,323,22,379,698,0,1,1015,367,3,9,0,195,175,0,370,7,24,44,46,50,72,74,44,12,6,0,1 to 92,47,207,126,8,29,18,313,39,70,2,24,2,0,2,379,182,197,370,9,0,3066,55,3505,3121,379,2,465,461,47,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,1379,17,36,100,102,135,163,438,295,77,16,0,0 to 118,58,416,957,6,1379,0,0,62,1142,4,255,5,225,1154,0,0,1379,148,77,0,0,91,134,0,225,6,11,41,32,24,20,56,28,5,2,0,0 to 91,43,157,54,10,4,10,204,11,30,0,24,0,0,4,225,134,91,225,0,0,3439,0,3666,3439,225,4,300,298,44,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1785,32,46,171,226,220,272,343,206,159,104,6,0 to 118,52,1070,694,21,1783,2,0,130,1386,34,420,2,337,1447,0,1,1782,240,97,0,0,163,174,0,337,6,12,47,39,57,58,56,24,25,13,0,0 to 107,46,198,82,16,41,10,276,51,35,0,26,0,0,4,337,174,163,337,0,0,3786,2,4128,3788,337,4,522,490,46,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,1958,28,68,186,269,297,336,351,253,127,42,1,0 to 102,49,970,980,8,1950,8,0,60,1269,13,663,34,611,1343,0,4,1946,562,43,5,1,207,398,0,605,5,21,81,121,116,110,101,34,18,4,0,1 to 86,41,375,151,38,41,37,494,74,65,0,27,1,0,4,611,400,211,605,6,0,6731,2,7380,6733,611,4,549,474,41,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,24469,300,480,1994,2746,2811,3450,5090,4365,2348,739,146,0 to 119,55,13731,10625,113,24442,27,0,1308,21207,107,4456,155,5587,18872,0,10,24432,5457,109,18,3,2958,2585,23,5566,54,144,1011,991,813,820,776,475,287,216,0,0 to 105,41,2907,599,468,1592,730,3048,1788,807,6,402,3,0,117,5587,2595,2969,5566,21,0,74066,15,79722,74081,5587,117,1399,1341,41,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,30406,716,1164,3178,4623,4450,4422,4395,3788,2323,1013,334,0 to 119,47,16891,13198,317,30285,121,0,1717,24415,231,5677,230,12991,17370,1,44,30240,11592,1356,32,11,6809,5975,164,12948,257,646,1938,2475,2267,1914,1533,1008,607,342,4,0 to 103,39,5979,2209,1191,3569,3179,5050,4719,1625,11,1123,10,1,271,12991,5993,6834,12948,43,0,76933,79,90085,77012,12991,271,4285,3715,39,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,21549,294,760,2212,3532,3471,3641,3168,2262,1125,409,675,0 to 155,45,11731,9625,193,21438,111,0,2080,16596,390,3391,236,8782,12677,2,88,21349,8641,58,81,2,4489,4091,119,8699,121,366,1302,1833,1633,1540,962,599,310,108,8,0 to 104,39,2514,433,2353,3399,3320,1343,4036,686,10,356,8,2,80,8782,4144,4516,8699,83,0,50525,28,59456,50553,8782,80,2917,2406,39,3.375268581975384,0.3579282820217912
45,45,28,055,HIGHLANDS,Highlands,FL,4978,91,123,317,585,504,602,767,831,726,412,20,0 to 119,58,2927,2019,32,4912,66,0,157,4014,47,1005,42,1252,3718,0,8,4904,1135,114,3,0,666,582,1,1249,23,45,140,200,169,185,198,126,110,56,0,0 to 98,48,700,203,181,165,343,665,241,265,2,142,1,0,29,1252,585,666,1249,3,0,13801,63,15128,13864,1252,29,1227,1113,47,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,39353,559,906,3959,5490,5372,5752,6139,5737,3667,1701,71,0 to 119,51,21971,16994,388,38201,1151,1,1532,33021,613,8705,240,15674,23652,2,25,38175,14750,642,276,6,8006,7159,227,15392,282,551,2447,2904,2536,2479,1969,1248,739,504,15,0 to 101,41,6305,1464,654,6969,3449,4676,7267,1798,20,991,17,8,300,15674,7304,8133,15391,282,1,92610,928,109260,93538,15674,300,3731,2128,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,23516,596,993,2698,3010,3204,3276,3322,3203,2359,818,37,0 to 105,49,12407,10790,319,23072,444,0,1374,16925,356,6167,218,9734,13577,3,202,22867,9178,391,149,16,4833,4612,124,9569,261,507,1663,1607,1655,1540,1175,680,437,209,0,0 to 104,39,4645,580,911,3433,3901,2268,3400,1079,22,672,12,6,124,9734,4672,4874,9569,165,0,49312,288,59398,49600,9734,124,5809,4829,39,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,257422,3348,6036,25562,44133,42029,46598,40839,25828,14411,7864,774,0 to 225,46,133234,122387,1801,255553,1868,1,8987,223077,2785,28807,1142,122690,134358,90,284,255181,120325,1458,898,9,61553,59436,794,121783,1741,3793,15609,23250,20706,22144,17148,9631,5438,3060,170,0 to 120,43,42779,10897,10537,57570,47935,14273,59575,10907,61,5605,34,16,1669,122690,59881,61949,121782,907,1,515520,994,640776,516514,122690,1669,10223,9485,43,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,5443,100,138,447,787,789,937,1052,733,347,111,2,0 to 101,50,2794,2615,34,5348,95,0,1499,2588,83,1508,146,1357,4035,0,51,5299,1304,27,21,5,629,698,4,1331,29,50,165,264,234,249,178,114,59,15,0,0 to 100,42,726,61,53,491,400,425,506,190,5,85,4,0,11,1357,714,639,1331,26,0,11106,67,12540,11173,1357,11,2373,2096,42,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,10500,300,416,1229,1536,1547,1647,1623,1257,654,280,11,0 to 119,46,5369,5087,44,10415,85,0,479,7417,99,2514,171,3454,7027,0,19,10396,3347,83,24,0,1409,2006,15,3430,51,100,652,630,569,574,458,234,124,61,1,0 to 101,39,1943,422,174,891,129,2298,1003,126,0,161,1,0,24,3454,2016,1423,3430,24,0,22862,61,26410,22923,3454,24,3209,2666,39,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,2877,65,91,399,384,419,416,454,318,190,138,3,0 to 101,47,1496,1344,37,2715,162,0,144,2315,15,1186,137,1245,1630,0,2,2713,1107,27,108,3,535,597,2,1134,17,48,288,202,208,167,176,75,52,12,0,0 to 101,38,896,75,46,117,233,786,115,151,17,58,3,0,13,1245,649,594,1134,111,0,7607,54,8946,7661,1245,13,600,545,38,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,4497,55,103,415,790,763,784,672,427,289,193,6,0 to 105,46,1890,2534,73,4469,28,0,38,2966,19,1417,44,1613,2878,1,5,4463,1546,54,12,1,495,1095,10,1600,15,45,160,326,299,304,226,120,64,54,0,0 to 100,43,755,343,56,446,66,704,830,143,2,92,0,0,33,1613,1102,500,1600,13,0,8603,18,10243,8621,1613,33,1082,883,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,1504,33,51,138,191,199,244,296,171,122,59,0,0 to 119,51,824,613,67,1493,11,0,49,1039,9,520,15,590,898,0,16,1477,501,82,7,0,258,279,46,583,10,28,70,96,80,96,104,56,38,12,0,0 to 99,46,246,79,18,240,7,302,274,38,2,36,1,0,14,590,281,263,583,7,0,4000,5,4603,4005,590,14,431,373,47,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,4497,68,107,472,502,554,648,809,714,428,191,4,0 to 103,53,2446,1912,139,4340,157,0,212,3424,28,713,119,1104,3363,1,29,4311,1014,31,57,2,527,518,0,1045,17,31,224,154,171,176,158,110,41,22,0,0 to 95,43,668,115,53,209,52,755,238,144,4,64,1,0,10,1104,543,561,1045,59,0,12919,97,14138,13016,1104,10,1187,1181,42,3.7594213077324343,0.1544196859093086
