OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
13,13,39,077,LIBERTY,Liberty,FL,2399,9,16,211,710,584,422,293,104,35,7,8,0 to 105,38,273,2121,5,2399,0,0,9,2004,1,208,6,418,1981,0,0,2399,414,4,0,0,66,352,0,418,3,6,60,100,85,85,61,13,4,1,0,0 to 85,39,250,136,11,21,16,256,146,17,0,7,0,0,2,418,352,66,418,0,0,2640,0,3058,2640,418,2,300,275,39,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2266,34,55,218,583,446,355,262,186,78,46,3,0 to 118,40,607,1641,18,2258,8,0,65,1908,9,580,13,592,1673,0,1,2257,508,79,4,1,219,368,0,587,23,38,89,134,97,93,69,32,12,5,0,0 to 90,36,252,287,39,9,90,343,154,81,1,21,0,0,3,592,371,221,587,5,0,3360,3,3957,3363,592,3,49,47,36,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,6947,84,112,793,1145,1088,1169,1115,749,411,225,56,0 to 119,47,3603,3234,110,6862,85,0,724,4962,28,2702,137,3921,3016,0,10,6852,3719,137,63,2,1861,1927,68,3856,48,80,604,789,691,668,522,324,142,49,4,0 to 98,41,2164,401,342,949,293,2328,1235,402,14,166,5,5,37,3921,1965,1887,3856,65,0,20275,38,24277,20313,3921,37,362,355,41,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,5740,127,167,453,855,913,871,1009,744,369,222,10,0 to 119,49,2493,3176,71,5717,23,0,578,3074,63,2585,23,2637,3099,0,4,5713,2402,225,8,2,688,1935,4,2627,50,76,244,506,530,463,390,231,107,39,1,0 to 102,43,947,440,104,1136,110,1182,1335,36,1,107,2,0,13,2637,1942,691,2627,10,0,10269,13,12974,10282,2637,13,50,49,43,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,1356,42,36,175,209,218,216,212,128,84,34,2,0 to 99,44,752,580,24,1297,59,0,141,901,16,443,13,423,916,0,17,1280,333,90,0,0,209,213,1,423,5,14,65,68,84,67,66,26,22,6,0,1 to 97,41,275,71,37,40,13,357,53,50,0,26,0,0,4,423,213,209,423,0,0,4013,59,4497,4072,423,4,532,531,41,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1288,22,41,127,193,186,218,201,186,83,30,1,0 to 119,48,638,636,14,1270,18,0,38,823,5,394,45,457,827,0,4,1266,386,62,6,3,158,289,1,448,8,13,60,99,86,81,49,38,16,7,0,0 to 96,39,296,80,30,42,22,348,78,27,0,12,0,0,2,457,292,164,448,9,0,3651,9,4124,3660,457,2,494,488,39,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9963,205,329,938,1161,1246,1313,1632,1536,1097,483,23,0 to 100,53,4988,4567,408,9859,104,0,819,6854,82,3191,106,3658,6255,1,49,9810,3614,20,24,0,1742,1869,23,3634,104,199,584,632,604,556,400,243,195,138,3,0 to 100,39,1600,209,1003,822,1750,1283,601,568,4,324,3,1,80,3658,1883,1752,3634,24,0,20966,77,24738,21043,3658,80,1916,1905,39,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,80556,1868,2829,9222,13745,12146,12385,12106,8802,4702,2206,545,0 to 119,45,44917,35140,499,80086,470,0,3566,68841,458,9482,459,30798,49553,22,183,79881,30136,532,125,5,16232,14204,232,30668,656,1386,5238,6590,4956,4613,3460,1851,1039,576,433,0 to 104,37,10170,3915,3937,12646,7338,8791,14539,2424,16,1312,12,5,369,30798,14261,16305,30668,130,0,199529,349,231139,199878,30798,369,5729,5382,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,23041,444,840,2177,2794,2795,3115,3828,3773,2302,860,113,0 to 119,52,12765,9889,387,22713,328,0,1954,18838,177,4601,75,8887,14144,3,7,22703,8721,73,93,0,4561,4078,155,8794,204,559,1427,1576,1423,1305,1089,665,420,209,10,0 to 101,39,3715,797,1040,3242,2105,2749,3940,433,7,569,6,2,187,8887,4121,4608,8794,93,0,72592,267,81803,72859,8887,187,629,530,39,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,11038,167,338,1121,1378,1595,1838,1828,1518,876,357,22,0 to 101,50,6278,4629,131,11011,27,0,697,8570,130,2010,120,2984,8038,1,15,10995,2853,122,9,0,1640,1326,9,2975,27,99,480,453,475,507,407,277,169,90,0,0 to 100,44,1472,511,240,752,285,1864,826,438,0,197,0,0,49,2984,1330,1645,2975,9,0,29965,18,32982,29983,2984,49,1843,1810,44,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,1882,66,173,311,347,241,247,217,167,81,32,0,0 to 95,36,1012,845,25,1873,9,0,72,700,2,1096,22,857,1024,1,0,1872,586,264,6,1,434,411,5,850,25,83,167,175,119,117,80,58,25,8,0,0 to 93,33,633,81,107,29,579,243,28,130,3,73,3,1,7,857,416,436,850,7,0,3605,2,4469,3607,857,7,1508,1406,33,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,23038,301,556,1934,3120,3093,3334,3690,3690,2370,923,27,0 to 168,52,14219,8756,63,23001,37,0,5537,12911,177,7318,243,5434,17222,1,381,22621,5271,149,13,1,3444,1956,20,5420,68,158,689,1107,1090,852,687,418,257,105,3,0 to 104,40,3171,1022,416,811,675,3508,1237,700,4,431,0,0,76,5434,1958,3456,5420,14,0,41430,23,46960,41453,5434,76,1625,1460,40,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,27059,296,580,2152,3254,3143,3922,5166,4568,2495,1196,287,0 to 119,55,15106,11377,576,26920,139,0,1499,22584,230,4809,285,7288,19734,0,37,26884,6499,733,50,6,3837,3360,35,7232,101,255,1131,1320,1025,1082,1023,695,403,240,13,0 to 103,43,3224,943,1436,1629,1187,3919,2126,886,7,531,5,0,118,7288,3389,3864,7232,56,0,62361,84,69818,62445,7288,118,2798,2176,43,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1092,25,54,107,132,179,133,173,157,88,43,1,0 to 118,48,648,434,10,1092,0,0,53,724,6,323,8,284,808,0,0,1092,246,38,0,0,169,114,1,284,0,18,35,46,41,33,43,38,24,6,0,6 to 91,45,228,25,5,26,4,249,31,41,0,29,0,0,4,284,114,169,284,0,0,2215,0,2501,2215,284,4,486,431,45,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,19833,325,453,1538,2210,2207,2602,3102,3233,2217,743,1203,0 to 119,54,10534,8379,920,19680,153,0,368,17941,222,1222,116,4769,15007,0,57,19625,4672,66,31,0,2458,2199,81,4738,84,183,752,869,758,730,636,420,244,90,3,0 to 119,41,1342,552,803,2041,602,1721,2415,392,14,245,6,1,52,4769,2216,2471,4738,31,0,56497,125,61470,56622,4769,52,1597,1306,41,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,2371,53,80,278,308,263,344,417,324,217,84,3,0 to 118,50,1353,1001,17,2367,4,0,153,1534,16,845,16,627,1743,0,1,2366,579,45,0,3,305,317,2,624,14,32,121,102,81,102,79,56,29,9,2,0 to 99,40,298,105,148,73,181,346,97,56,0,34,0,0,4,627,319,306,624,3,0,5326,1,5963,5327,627,4,887,837,40,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,4871,33,67,178,248,270,397,660,1683,1082,168,85,0 to 119,68,2458,2262,151,4791,80,0,316,3835,164,995,112,1163,3685,0,23,4768,1048,107,7,1,538,613,4,1155,5,33,89,75,116,141,165,306,189,44,0,1 to 99,62,663,176,62,254,63,806,286,267,1,165,0,0,38,1163,616,543,1155,8,0,15649,73,16898,15722,1163,38,611,599,62,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,23032,350,621,2577,3339,3194,3537,3526,2891,1416,736,845,0 to 119,47,12908,9915,209,22972,60,0,974,19495,246,2520,146,6760,16218,1,53,22921,6664,69,27,0,3603,3054,76,6733,117,214,1351,1369,1014,997,736,464,261,235,2,0 to 104,38,2623,724,819,2567,908,2174,3651,670,5,425,1,0,89,6760,3066,3615,6733,27,0,58056,35,64916,58091,6760,89,2364,2122,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,90037,1589,2261,10025,15631,14153,14065,13073,8806,4212,1646,4576,0 to 120,44,48377,40953,707,88693,1343,1,2759,82161,585,8324,506,30140,59480,1,416,88278,29608,149,378,5,14963,14422,372,29757,456,816,5605,7328,5369,4500,3218,1610,839,364,35,0 to 106,36,6805,3947,4916,14089,4758,6433,18566,1628,52,868,41,5,241,30140,14623,15136,29756,383,1,229276,984,260676,230260,30140,241,3206,2978,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,5589,56,134,443,590,546,713,1024,1105,732,234,12,0 to 222,58,3125,2309,155,5580,9,0,293,3923,119,1265,41,1322,4235,1,31,5549,780,540,2,0,680,636,4,1320,12,38,192,166,147,204,254,159,101,46,3,0 to 100,50,1016,93,86,125,71,1067,182,98,0,129,0,0,34,1322,637,681,1320,2,0,16054,7,17396,16061,1322,34,2089,1637,50,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,5721,101,134,569,774,712,833,954,751,549,335,9,0 to 102,52,3395,2309,17,5693,28,0,527,3983,66,1982,59,1802,3916,1,2,5690,1512,276,12,2,972,811,5,1788,24,61,263,292,246,271,244,191,129,76,5,0 to 100,45,1185,190,212,201,293,1137,358,352,2,228,2,1,37,1802,815,982,1788,14,0,16184,14,18015,16198,1802,37,2133,2082,45,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,52106,559,980,4437,7305,6365,7598,9379,7941,4796,2657,89,0 to 120,53,29601,22430,75,51720,386,0,4565,40523,411,15442,534,17047,35035,1,23,51697,16741,190,109,7,9083,7842,6,16931,232,583,2495,3401,2355,2476,2381,1483,951,680,10,0 to 104,42,8441,2910,1327,4253,1759,9995,5177,2185,30,1574,21,2,460,17047,7905,9136,16931,116,0,148297,272,165751,148569,17047,460,1219,1127,42,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,3120,96,148,340,405,409,388,459,372,273,219,11,0 to 118,49,1873,1181,66,3103,17,0,112,2030,110,1167,28,1203,1916,0,1,3102,1038,148,14,3,639,539,8,1186,40,92,188,162,189,166,142,104,78,41,1,0 to 102,40,645,160,234,147,346,642,198,194,2,97,0,0,37,1203,545,650,1186,17,0,5845,0,7060,5845,1203,37,346,342,40,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,68421,1122,2002,7727,12344,10312,10398,10936,7661,3840,1945,134,-6 to 119,45,37233,30379,809,67658,763,0,2032,59827,454,6010,271,22034,46216,13,158,67493,20235,1570,208,21,11428,10235,142,21805,305,896,3596,5137,3668,3230,2568,1499,720,407,8,0 to 103,37,5338,7097,2194,7176,1769,10661,9375,1181,29,632,15,6,162,22034,10358,11532,21805,229,0,178407,550,201214,178957,22034,162,5124,5010,37,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,441,10,5,50,58,45,47,58,63,58,46,1,0 to 119,56,281,155,5,441,0,0,16,339,0,60,1,113,328,0,0,441,104,9,0,0,66,47,0,113,5,5,10,22,7,18,22,17,3,4,0,1 to 98,48,63,26,17,7,15,89,9,24,0,8,0,0,1,113,47,66,113,0,0,773,0,889,773,113,1,65,65,48,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1114,26,61,101,127,122,192,215,164,80,26,0,0 to 94,51,602,509,3,1052,62,0,80,602,1,349,22,415,699,0,0,1052,403,3,9,0,203,203,0,406,8,24,47,54,58,79,79,46,13,7,0,1 to 94,47,227,154,8,17,20,360,26,76,2,28,2,0,2,415,210,205,406,9,0,3103,55,3578,3158,415,2,472,468,47,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,1382,17,36,100,102,136,163,440,295,77,16,0,0 to 118,58,418,958,6,1382,0,0,67,1135,4,263,5,227,1155,0,0,1382,151,76,0,0,92,135,0,227,6,11,41,32,25,20,57,28,5,2,0,0 to 91,43,159,55,10,3,10,207,10,31,0,23,0,0,4,227,135,92,227,0,0,3579,0,3810,3579,227,4,304,302,43,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1789,32,47,171,226,221,272,344,206,160,104,6,0 to 118,52,1071,697,21,1787,2,0,133,1382,34,425,2,341,1447,0,1,1786,244,97,0,0,164,177,0,341,6,13,47,39,58,58,57,24,26,13,0,0 to 107,46,201,83,16,41,10,280,51,36,0,26,0,0,4,341,177,164,341,0,0,3840,2,4187,3842,341,4,528,496,46,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,1988,29,72,190,277,300,340,352,256,128,43,1,0 to 102,49,988,991,9,1980,8,0,64,1265,13,696,34,627,1357,0,4,1976,577,44,5,1,214,406,1,621,5,21,85,126,118,112,101,36,18,5,0,1 to 91,41,395,151,40,35,38,521,62,66,0,31,1,0,4,627,408,218,621,6,0,6850,2,7515,6852,627,4,580,505,41,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,24556,304,482,2006,2754,2823,3458,5106,4373,2358,746,146,0 to 119,55,13774,10668,114,24529,27,0,1338,21212,107,4554,156,5671,18874,0,11,24518,5541,109,18,3,3000,2627,23,5650,57,146,1023,999,824,828,793,481,296,224,0,0 to 110,42,2961,615,477,1597,739,3119,1792,848,6,425,3,0,123,5671,2637,3011,5650,21,0,74849,16,80594,74865,5671,123,1415,1357,42,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,30675,725,1174,3217,4663,4497,4467,4430,3813,2335,1014,340,0 to 119,47,17034,13322,319,30554,121,0,1820,24397,231,5895,239,13231,17396,1,47,30506,11824,1364,32,11,6939,6082,167,13188,262,651,1971,2515,2308,1958,1563,1031,619,343,10,0 to 103,39,6140,2269,1216,3563,3297,5192,4699,1686,11,1169,10,1,286,13231,6100,6964,13188,43,0,78093,79,91483,78172,13231,286,4464,3895,39,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,21801,299,785,2252,3565,3520,3678,3199,2276,1139,414,674,0 to 155,45,11861,9740,200,21689,112,0,2133,16664,390,3498,237,9018,12691,2,90,21598,8876,58,82,2,4617,4190,127,8934,125,387,1335,1866,1680,1577,989,614,324,113,8,0 to 104,39,2591,442,2421,3480,3430,1393,4111,702,10,371,8,2,88,9018,4244,4644,8934,84,0,51376,28,60548,51404,9018,88,2990,2479,39,3.375268581975384,0.3579282820217912
45,45,28,055,HIGHLANDS,Highlands,FL,5022,93,124,321,592,514,610,773,837,726,412,20,0 to 119,58,2945,2042,35,4956,66,0,166,4021,47,1093,44,1296,3718,0,8,4948,1175,118,3,0,683,606,4,1293,24,46,144,208,179,193,203,133,110,56,0,0 to 98,48,734,209,187,163,353,714,226,277,2,147,1,0,30,1296,609,683,1293,3,0,13965,63,15338,14028,1296,30,1262,1148,48,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,39601,564,918,3997,5526,5403,5790,6173,5764,3680,1711,75,0 to 119,51,22109,17100,392,38447,1153,1,1569,33089,613,9204,244,15874,23699,2,26,38420,14944,646,278,6,8112,7251,227,15590,287,561,2484,2939,2566,2511,1994,1266,740,506,20,0 to 101,41,6381,1479,674,7056,3496,4742,7352,1821,20,1003,17,8,312,15874,7395,8239,15589,284,1,93548,928,110404,94476,15874,312,3842,2239,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,23697,600,1011,2719,3046,3229,3305,3344,3218,2368,820,37,0 to 105,48,12498,10893,306,23261,436,0,1451,16921,356,6282,220,9897,13593,3,204,23054,9343,397,141,16,4910,4711,119,9740,265,516,1686,1636,1676,1568,1196,693,448,213,0,0 to 104,39,4765,594,945,3436,3978,2331,3431,1110,22,689,12,6,129,9897,4772,4952,9740,157,0,49976,289,60226,50265,9897,129,5889,4909,39,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,259419,3397,6167,25793,44495,42328,46896,41139,26003,14513,7924,764,0 to 225,46,134287,123360,1772,257576,1842,1,9664,222992,2785,29363,1161,124759,134359,91,210,257277,122414,1462,874,9,62622,60461,793,123876,1787,3921,15843,23618,21013,22463,17453,9814,5541,3126,180,0 to 108,43,44078,11082,10844,57872,49463,14574,59839,11306,67,5777,36,16,1724,124759,60896,63005,123875,883,1,523672,992,651023,524664,124759,1724,10613,9875,43,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,5499,102,144,453,798,803,945,1055,738,348,111,2,0 to 101,49,2825,2641,33,5404,95,0,1510,2578,83,1586,147,1389,4053,0,57,5349,1336,27,21,5,645,715,3,1363,31,53,167,270,242,253,181,117,60,15,0,0 to 100,42,776,70,59,458,422,467,474,202,5,89,4,0,13,1389,731,655,1363,26,0,11266,67,12732,11333,1389,13,2492,2215,42,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,10610,298,423,1244,1555,1569,1672,1640,1259,656,284,10,0 to 119,46,5413,5154,43,10524,86,0,505,7362,99,2664,174,3552,7040,0,18,10506,3444,83,25,0,1449,2064,14,3527,50,103,665,650,587,591,478,236,126,66,0,0 to 101,39,2014,431,184,898,134,2379,1014,130,0,171,1,0,30,3552,2075,1463,3527,25,0,23329,61,26978,23390,3552,30,3272,2729,39,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,2928,65,97,410,390,423,430,463,318,191,138,3,0 to 101,46,1519,1373,36,2762,166,0,161,2326,15,1243,144,1286,1640,0,2,2760,1144,27,112,3,552,618,1,1171,17,53,298,208,211,176,183,75,53,12,0,0 to 101,38,928,76,49,118,240,815,116,155,17,58,3,0,14,1286,673,612,1171,115,0,7717,54,9098,7771,1286,14,635,580,38,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,4533,55,106,420,796,773,789,678,428,289,193,6,0 to 105,46,1913,2548,72,4503,30,0,41,2887,19,1533,44,1643,2884,1,5,4497,1575,53,14,1,511,1106,11,1628,15,47,164,332,308,309,230,120,64,54,0,0 to 100,43,766,347,63,452,69,727,832,146,2,97,0,0,33,1643,1114,517,1628,15,0,8828,18,10498,8846,1643,33,1095,896,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,1601,33,49,142,224,228,270,299,175,122,59,0,0 to 119,49,828,716,57,1589,12,0,49,1104,9,543,15,676,907,0,18,1571,587,81,8,0,255,377,36,668,9,25,75,129,107,121,104,57,38,11,0,0 to 99,44,275,92,19,282,8,317,343,41,2,37,1,0,15,676,380,260,668,8,0,4256,5,4948,4261,676,15,464,406,44,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,4533,68,107,480,505,556,654,820,715,433,191,4,0 to 103,53,2468,1926,139,4371,162,0,219,3420,28,747,122,1138,3364,0,31,4341,1043,31,62,2,541,533,0,1074,17,31,230,158,173,182,168,111,46,22,0,0 to 95,43,700,117,52,205,53,785,236,152,5,67,1,0,11,1138,558,580,1074,64,0,13068,97,14320,13165,1138,11,1200,1194,43,3.7594213077324343,0.1544196859093086
