OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
55,55,22,043,GLADES,Glades,FL,571,9,22,61,120,139,83,64,37,29,6,1,0 to 90,39,205,365,1,571,0,0,59,336,3,386,0,392,179,0,0,571,390,2,0,0,103,289,0,392,6,9,43,96,114,64,44,10,4,2,0,0 to 89,38,285,75,18,14,166,204,22,40,0,26,0,0,3,392,289,103,392,0,0,697,0,1091,697,392,3,215,156,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,7046,79,86,437,652,709,1000,1335,1283,862,596,7,0 to 119,59,4011,2959,76,7024,22,0,554,5586,62,1432,37,2062,4973,1,10,7013,1840,216,5,1,1048,984,24,2056,21,41,218,240,218,296,370,298,203,156,1,0 to 101,54,1448,123,107,378,157,1432,467,207,1,222,1,0,89,2062,985,1052,2056,6,0,21930,16,24030,21946,2062,89,255,236,54,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,18415,221,383,1533,2101,1989,2409,3124,3235,2264,1105,51,0 to 119,56,10169,8000,246,18146,269,0,780,16362,190,2498,114,5814,12575,1,25,18123,5684,79,45,6,3012,2627,124,5763,71,202,919,1013,845,825,741,539,391,258,10,0 to 115,42,2281,343,447,2692,504,1981,3278,376,18,352,12,2,121,5814,2656,3034,5763,51,0,63966,222,70050,64188,5814,121,1005,900,42,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3507,97,216,365,532,538,596,586,328,172,73,4,0 to 102,45,1449,1941,117,3494,13,0,167,2255,48,1275,22,1297,2201,2,7,3485,1161,133,3,0,535,756,3,1294,41,119,180,255,241,200,152,75,23,11,0,0 to 97,36,804,129,76,285,651,332,311,187,1,96,1,0,15,1297,757,537,1294,3,0,7986,13,9304,7999,1297,15,1343,1208,36,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,4821,72,90,332,506,576,690,896,885,535,232,7,0 to 119,56,2802,1965,54,4781,40,0,301,3840,37,752,63,945,3871,0,5,4776,818,117,10,0,518,411,6,935,14,38,131,139,114,151,148,128,63,18,1,0 to 94,47,541,142,167,85,130,692,113,133,4,77,2,1,11,945,417,522,935,10,0,13148,30,14142,13178,945,11,1123,1088,47,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,3618,132,201,529,657,583,520,454,258,163,114,7,0 to 104,39,1781,1824,13,3616,2,0,400,1757,32,1581,22,1667,1950,0,1,3615,1618,49,0,0,739,924,4,1667,55,103,274,346,299,250,168,93,50,29,0,0 to 101,36,1326,189,58,94,1136,451,80,264,0,145,0,0,37,1667,924,739,1667,0,0,6326,2,8011,6328,1667,37,2281,1854,36,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,8027,115,222,751,875,853,1022,1225,1282,942,725,15,0 to 119,56,4771,3195,61,7956,71,0,350,5976,77,2082,93,2340,5634,1,52,7905,2309,18,11,2,1246,1043,38,2327,40,120,374,374,323,324,266,198,177,144,0,0 to 101,42,976,232,250,869,404,836,1087,276,6,165,3,0,48,2340,1051,1251,2327,13,0,23381,57,25790,23438,2340,48,2156,1671,42,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,150048,3472,5599,14729,24097,23891,25267,24778,15789,8103,4099,224,0 to 119,46,80675,67893,1480,148292,1756,0,7513,114965,2336,33397,1238,58531,91327,28,162,148105,55190,2829,476,36,30080,27694,245,58019,1244,3029,8562,11422,10215,9528,7747,3873,1906,976,29,0 to 102,39,20129,14886,5650,17354,19263,21983,16773,6472,86,3365,66,25,748,58531,28025,30259,58019,512,0,351551,1313,412071,352864,58531,748,23178,22809,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,24464,541,727,2775,3684,3011,3260,4115,3312,1883,1057,99,0 to 119,49,14307,9983,174,21049,3415,0,1118,21117,183,3064,196,8125,16319,1,19,21029,7175,90,860,0,3960,3178,127,7265,100,301,1532,1581,1160,1026,1041,680,447,253,4,0 to 105,38,2817,1873,537,2038,248,4683,2334,776,6,447,6,6,97,8125,3538,4460,7265,860,0,55318,2634,66115,57952,8125,97,1173,1093,38,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,2498,59,131,387,342,325,310,362,224,200,147,11,0 to 119,44,1376,1104,18,2486,12,0,263,1524,2,801,16,958,1539,0,1,2485,893,61,4,0,467,485,2,954,29,83,188,155,163,118,128,40,39,15,0,0 to 94,36,629,99,130,96,448,381,125,122,1,86,3,0,6,958,486,470,954,4,0,5303,8,6282,5311,958,6,972,891,36,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,707,5,15,54,72,70,93,154,144,82,18,0,0 to 95,58,383,322,2,702,5,0,23,535,0,145,18,158,547,0,2,700,150,6,2,0,64,92,0,156,0,5,15,32,24,23,34,15,8,2,0,6 to 85,46,79,49,2,26,5,120,31,10,0,4,0,0,2,158,92,66,156,2,0,2506,3,2671,2509,158,2,146,145,46,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,18434,265,343,2540,3542,2628,2553,2845,2054,989,608,67,0 to 119,44,10560,7735,139,18134,300,0,891,16568,61,1828,112,3749,14675,6,4,18124,3558,139,40,12,2013,1675,9,3697,57,140,1044,864,462,428,373,231,103,45,2,0 to 103,31,1228,1052,464,953,476,2136,1085,283,11,148,11,1,23,3749,1704,2035,3697,52,0,63888,257,67917,64145,3749,23,229,207,31,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,13503,186,418,1537,1526,1961,2245,2277,1881,992,462,18,0 to 119,50,7307,6031,165,13448,55,0,736,10594,208,2478,278,3362,10093,10,38,13401,3011,315,32,4,1675,1631,20,3326,35,111,778,481,478,538,493,248,130,69,1,0 to 101,40,2137,237,208,744,243,2189,894,269,5,171,5,0,29,3362,1647,1694,3326,36,0,35248,18,38662,35266,3362,29,2590,2550,40,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,1946,11,21,186,279,281,278,250,159,218,254,9,0 to 119,51,1215,699,32,397,1549,0,5,1760,0,29,17,631,1311,1,3,394,185,0,441,5,85,88,12,185,11,17,117,138,116,102,79,25,14,5,7,0 to 82,36,45,32,21,87,69,26,90,0,5,0,2,1,0,631,299,308,185,446,0,4011,1098,5776,5109,631,0,5113,5111,36,0,0
70,69,998,998,A State,State,FL,1340526,22974,38194,135838,205641,194344,209553,214920,164512,95366,46734,12450,-6 to 225,48,726499,601433,12594,1322755,17763,8,71959,1092033,0,236950,9953,491884,845039,375,3228,1319195,470189,16195,5295,205,249516,233237,3631,486384,8246,19018,75306,95754,81031,78554,63338,36656,21050,12114,817,0 to 115,40,186622,72237,52838,174687,126448,162413,197523,46843,572,27366,378,122,7157,491884,235964,252104,486376,5500,8,3248232,12682,3758496,3260914,491884,7157,144778,131823,40,0,0
