OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,1321,30,55,119,171,181,208,243,190,93,30,1,0 to 101,50,607,712,2,1305,16,0,40,844,41,619,29,650,668,1,2,1303,549,88,13,0,219,418,0,637,8,21,63,111,93,122,116,69,30,17,0,0 to 98,47,262,320,41,14,31,562,44,61,2,37,0,0,9,650,425,225,637,13,0,3539,1,4203,3540,650,9,480,444,{862C7BAB-C64B-458C-A6FA-56543968D206},9,65,74,0.121621621621622,47,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,2258,114,203,261,289,300,328,297,254,134,70,8,0 to 99,43,1309,945,4,2222,36,0,114,1111,53,1284,76,1071,1185,1,1,2220,716,338,15,2,582,472,0,1054,40,83,128,154,159,183,143,100,42,39,0,0 to 99,42,344,622,56,32,55,907,92,170,1,52,2,2,24,1071,476,595,1054,17,0,5296,19,6397,5315,1071,24,1329,1230,{89851E42-542B-499A-AC7E-D8F5369F3D0B},2,38,40,0.05,42,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2567,15,61,253,705,596,442,317,116,43,10,9,0 to 105,38,393,2170,4,2567,0,0,28,1927,1,335,10,532,2035,0,0,2567,494,38,0,0,146,386,0,532,6,18,93,101,93,99,81,24,14,3,0,0 to 88,39,352,126,30,24,30,381,121,39,0,14,0,0,10,532,386,146,532,0,0,3182,0,3714,3182,532,10,581,557,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},2,30,32,0.0625,39,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2602,48,84,241,622,510,417,314,220,91,52,3,0 to 118,40,724,1863,15,2590,12,0,80,1921,9,912,15,899,1702,0,1,2590,753,138,4,4,312,579,0,891,28,56,109,177,157,150,122,64,25,11,0,0 to 91,40,392,429,59,11,114,644,133,103,1,35,0,0,9,899,583,316,891,8,0,4807,3,5711,4810,899,9,199,197,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},5,103,108,0.0462962962962963,40,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,9950,128,259,1266,1592,1525,1680,1596,1040,552,260,52,0 to 119,46,5170,4716,64,9749,201,0,1390,4700,28,6182,262,6620,3304,1,25,9725,6290,151,177,2,3229,3183,29,6441,72,174,1014,1215,1088,1103,958,594,303,98,1,0 to 99,42,3796,646,870,1129,507,4439,1495,773,21,371,10,6,132,6620,3282,3309,6441,179,0,31657,30,38381,31687,6620,132,1491,1484,{A66F3B06-8EE0-4DEC-843E-F41D712AAD2F},39,621,660,0.0590909090909091,42,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,7346,160,299,728,1072,1132,1109,1224,901,457,254,10,0 to 119,47,3296,3996,54,7319,27,0,988,3055,63,4235,49,4175,3164,0,7,7312,3754,407,11,3,1470,2688,3,4161,71,158,492,721,754,701,607,398,195,77,1,0 to 102,43,2549,1227,182,203,256,3646,259,148,1,251,2,0,71,4175,2697,1475,4161,14,0,14687,13,18932,14700,4175,71,1000,999,{6958D394-62B5-4F73-A62A-0FA2389D4FB3},17,342,359,0.0473537604456825,43,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,2927,66,131,381,541,510,478,400,242,131,45,2,0 to 103,41,1288,1617,22,2864,63,0,329,1616,16,1199,26,1740,1151,0,36,2828,1437,298,3,2,600,1135,0,1735,9,48,211,365,361,299,232,134,64,17,0,0 to 103,40,913,233,55,534,19,1072,644,126,0,85,0,0,19,1740,1138,602,1735,5,0,7109,55,8932,7164,1740,19,1968,1967,{393E3BC9-079E-4AD6-9162-D77EE72FEB59},17,129,146,0.116438356164384,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1805,32,100,205,254,254,298,261,241,110,49,1,0 to 119,47,937,858,10,1781,24,0,72,888,5,715,111,869,934,0,2,1779,731,123,12,3,394,460,0,854,15,43,117,151,138,142,111,87,42,23,0,0 to 101,42,643,87,54,70,34,703,117,55,0,31,0,0,12,869,464,405,854,15,0,4807,9,5695,4816,869,12,1111,1105,{BD5E2BC2-C55E-45E6-8687-0C7528780CD1},9,57,66,0.136363636363636,42,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,12069,252,531,1377,1371,1466,1617,1904,1719,1246,567,19,0 to 100,51,6160,5561,348,11954,115,0,1062,7619,82,4240,147,5243,6772,2,52,11901,5181,26,36,0,2583,2600,24,5207,113,291,882,810,786,790,623,393,335,218,2,0 to 100,41,2499,274,1188,1246,1891,2245,1071,712,4,415,3,1,164,5243,2620,2599,5207,36,0,36010,77,41374,36087,5243,164,4375,4364,{14DC1D1D-CE53-4995-9CF2-039FE1559F59},16,433,449,0.0356347438752784,41,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,98935,2333,4344,13636,16625,14704,14936,14071,9896,5295,2557,538,0 to 119,43,54610,43569,756,98344,591,0,6759,75939,458,20135,792,46518,51777,20,620,97705,45508,754,250,6,24497,21432,333,46262,938,2178,8730,9249,7262,6930,5263,2926,1657,955,430,0 to 110,37,17566,5927,6714,16055,11858,16029,18375,3738,29,2010,20,5,757,46518,21544,24634,46262,256,0,309044,342,356443,309386,46518,757,16933,16587,{12BE5E4E-9D96-4B8E-8617-77C84F3BC487},218,3740,3958,0.0550783223850429,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,27403,543,1185,2917,3435,3431,3754,4379,4155,2521,969,114,0 to 119,50,15112,11971,320,27018,385,0,4142,18588,177,9807,207,12842,14535,3,23,26992,12612,88,142,0,6673,5900,127,12700,282,821,2104,2170,2001,1881,1600,1027,630,316,10,0 to 101,40,6884,1261,2189,2366,3694,6110,2896,837,10,874,8,2,324,12842,5968,6743,12700,142,0,105148,273,118349,105421,12842,324,1750,1650,{0AD77407-CEAA-4C6B-9E84-485E7D0FA9CC},77,1557,1634,0.0471236230110159,40,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,14895,236,679,1818,1868,2242,2458,2312,1798,1044,414,26,0 to 102,47,8136,6504,255,14861,34,0,1686,8555,130,4220,230,5900,8962,1,32,14828,5678,205,16,0,3044,2778,61,5883,62,231,915,857,1000,1020,814,519,329,151,1,0 to 102,43,3526,864,489,1004,534,4207,1142,958,2,402,3,0,117,5899,2787,3051,5883,16,0,48667,18,54614,48685,5899,117,5310,5275,{D8B9952E-371D-460F-96AE-4666BDB4AD84},35,811,846,0.041371158392435,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,2921,109,354,515,497,386,415,307,206,97,35,0,0 to 95,34,1495,1403,23,2912,9,0,103,882,2,2078,27,1566,1350,1,4,2907,1090,469,6,1,757,797,5,1559,41,141,305,293,237,253,156,88,42,10,0,0 to 93,35,1123,127,218,91,930,522,107,201,3,137,4,1,16,1566,802,759,1559,7,0,7058,2,8635,7060,1566,16,2602,2501,{30DCFC30-6A6D-4712-9819-F2940D3F56ED},8,48,56,0.142857142857143,35,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,29555,415,1143,2859,3985,4006,4272,4576,4363,2784,1135,17,0 to 168,50,17762,11750,43,29512,43,0,5873,12440,177,13394,329,10630,18897,1,27,29484,10255,353,21,1,6270,4331,7,10608,136,412,1326,1863,1849,1674,1430,1003,609,325,3,0 to 106,43,6967,1994,949,698,1453,8055,1100,1621,6,1045,1,0,341,10630,4338,6284,10608,22,0,71169,21,81929,71190,10630,341,5371,5209,{76CC1B01-DF08-469D-A322-71F8D05597D9},40,921,961,0.0416233090530697,43,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,32833,384,899,3147,4078,3899,4767,6077,5266,2854,1376,86,0 to 119,53,18171,14179,483,32653,180,0,2482,23584,230,9773,474,12288,20476,0,69,32584,11213,979,89,7,6408,5731,53,12192,153,451,1945,2051,1671,1805,1769,1288,727,423,5,0 to 103,44,6035,1570,2457,2130,1981,7411,2800,1624,20,937,11,1,316,12288,5780,6455,12192,96,0,93863,86,106367,93949,12288,316,6228,5609,{3B926974-437E-4986-9BFF-D87D276166F4},105,1693,1798,0.0583982202447164,44,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1769,35,101,181,233,338,239,265,216,112,48,1,0 to 118,44,847,918,4,1766,3,0,109,711,6,1017,14,880,889,0,0,1766,796,81,1,2,325,552,0,877,7,38,95,139,182,136,131,94,45,13,0,0 to 91,43,641,187,29,20,55,785,37,85,0,59,0,0,11,880,553,327,877,3,0,4710,0,5602,4710,880,11,908,853,{2691DAEB-CC0B-4ABC-A209-FE46CE33086C},1,37,38,0.0263157894736842,43,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,23717,444,818,2159,2780,2798,3232,3721,3814,2588,945,418,0 to 103,53,12644,10292,781,23540,177,0,1762,17969,222,5111,190,8387,15139,3,188,23351,8210,120,56,1,4368,3854,108,8330,150,357,1232,1332,1225,1247,1136,883,552,266,7,0 to 103,43,3495,1030,1673,2132,1401,4427,2502,1098,16,711,11,2,227,8387,3884,4391,8330,57,0,84986,122,93601,85108,8387,227,4357,4068,{9712F6A1-E709-4877-97E2-3FE2EADA2B79},50,1108,1158,0.0431778929188256,43,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,3032,78,174,383,387,344,422,499,392,256,93,4,0 to 118,48,1715,1306,11,3025,7,0,270,1570,16,1503,41,1114,1918,0,0,3025,1016,92,3,3,572,535,1,1108,26,74,199,164,142,167,145,117,63,15,2,0 to 99,41,660,172,185,91,226,762,120,124,0,88,0,0,12,1114,539,574,1108,6,0,8250,1,9374,8251,1114,12,1599,1549,{E8B9FC01-E14C-4049-BABC-F4AA93256EA0},2,97,99,0.0202020202020202,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,6712,49,144,291,514,584,664,899,1998,1294,208,67,0 to 119,66,3242,3342,128,6631,81,0,444,4221,164,2496,196,2826,3859,0,27,6604,2578,237,10,1,1191,1612,12,2815,12,78,182,330,404,392,384,565,369,83,27,0 to 99,55,1474,506,145,690,139,1705,971,434,2,276,0,0,83,2826,1616,1198,2815,11,0,23721,69,26644,23790,2826,83,1358,1346,{A985CCBC-BA3E-4854-ACDF-8E9CD885E5AA},25,229,254,0.0984251968503937,55,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,26706,496,1025,3476,3971,3796,4113,4007,3163,1557,895,207,0 to 119,46,14879,11620,207,26633,73,0,2200,19179,246,6157,247,9928,16571,1,206,26430,9813,75,39,1,5231,4616,41,9888,167,382,2012,1904,1460,1435,1111,696,384,374,3,0 to 108,38,6773,1284,1408,423,2701,6729,458,1165,8,732,3,0,235,9928,4630,5255,9888,40,0,82682,33,92714,82715,9928,235,6916,6675,{5A9B725E-B5BC-4433-A9C5-F30390148C62},38,1205,1243,0.0305711987127916,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,102058,1976,3179,13544,18394,16689,16139,14746,9755,4728,1964,944,0 to 120,42,54682,46598,778,100729,1328,1,6904,75344,585,18613,835,44605,57056,4,393,100333,43926,196,477,6,22523,21198,401,44122,729,1601,8904,9966,7668,6404,4783,2491,1335,675,49,0 to 110,36,15321,7036,9300,12465,12030,14973,17119,2836,55,1554,44,6,537,44605,21444,22748,44121,483,1,345175,844,390947,346019,44605,537,7594,7365,{E33D02E5-646C-40C2-B9D7-442237FBB181},186,5184,5370,0.0346368715083799,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,8371,128,350,803,887,825,1072,1423,1457,1012,409,5,0 to 222,56,4815,3429,127,8348,23,0,562,4234,119,3706,78,3124,5190,2,55,8293,2079,1031,6,8,1737,1370,3,3110,35,113,398,352,337,457,529,422,314,166,1,0 to 100,52,2505,181,232,192,155,2647,308,292,1,320,2,1,130,3124,1380,1741,3110,14,0,25747,7,28890,25754,3124,130,4811,4370,{3C97198A-A027-4923-A8F8-CE1FAFD29127},33,486,519,0.0635838150289017,52,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,8240,135,314,901,1043,999,1186,1304,1051,768,538,1,0 to 106,51,4822,3407,11,8202,38,0,739,4472,66,4138,69,3560,4676,0,4,8198,2953,583,21,3,1955,1581,0,3536,39,117,451,491,465,545,515,422,304,211,0,0 to 101,49,2753,304,474,5,634,2893,9,588,3,451,3,1,164,3560,1586,1973,3536,24,0,28338,14,31931,28352,3560,164,4572,4521,{6EB18EB2-9734-45D8-9BA1-42EEE8F524AF},29,602,631,0.045958795562599,49,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,60073,660,1320,5518,8575,7442,8788,10672,8821,5230,2974,73,0 to 120,52,33921,26079,73,59631,442,0,6629,41863,411,23439,785,24789,35257,2,25,59604,24024,582,174,9,13243,11347,16,24606,326,894,3546,4643,3389,3597,3624,2325,1417,1025,3,0 to 105,43,15902,4290,2370,2044,2910,17198,4498,3403,37,2479,26,4,815,24789,11445,13328,24606,183,0,221105,276,246328,221381,24789,815,1775,1684,{9A6AE3E8-4AEA-4D85-A26A-0191E0A5371A},144,4490,4634,0.0310746655157531,43,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,4948,121,257,618,704,735,704,724,522,324,228,11,0 to 118,45,2417,2479,52,4930,18,0,148,1817,110,2774,56,2956,1988,0,4,4926,2726,212,15,3,1153,1776,9,2938,57,155,424,468,508,460,401,249,146,87,1,0 to 102,42,1789,600,427,122,534,2199,205,342,2,156,0,0,77,2956,1782,1165,2938,18,0,9163,0,12167,9163,2956,77,1262,1258,{50957D1D-0570-4E74-922C-4AB5F585C01C},8,338,346,0.023121387283237,42,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,82024,1549,3103,10049,14720,12162,12324,12644,8717,4377,2221,158,0 to 119,44,44480,36257,1287,81089,935,0,5233,63381,454,13021,395,33946,47806,14,258,80821,31322,2218,381,25,17773,15372,395,33540,559,1545,5555,7308,5297,4981,4184,2524,1268,705,20,0 to 103,38,10295,10636,3942,8667,2802,19899,10839,2278,44,1222,25,21,512,33946,15578,17960,33540,406,0,272013,545,306775,272558,33946,512,10554,10442,{E178A8CF-16FC-449E-ABF2-A69CFAD303D5},266,6353,6619,0.0401873394772624,38,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,1596,13,25,160,430,370,208,162,107,66,54,1,0 to 119,39,402,1189,5,1596,0,0,17,919,0,1237,3,1269,324,0,3,1593,1221,48,0,0,194,1075,0,1269,7,16,110,395,326,177,124,70,25,19,0,1 to 98,37,861,349,39,20,153,1034,82,47,0,26,0,0,16,1269,1075,194,1269,0,0,1528,0,2810,1528,1269,16,366,366,{FFDA6C44-8232-4BA9-A8D7-1995D8FD20D3},3,23,26,0.115384615384615,37,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1830,50,136,194,248,214,299,333,226,98,32,0,0 to 95,47,877,949,4,1767,63,0,125,607,1,885,34,933,891,0,6,1761,915,8,10,0,368,555,0,923,20,55,90,147,131,168,181,100,29,12,0,0 to 95,46,611,277,16,19,42,832,49,129,3,53,2,0,15,933,562,371,923,10,0,5145,55,6139,5200,933,15,942,938,{35DF54B7-4874-405B-8EF3-9E45948BA616},2,25,27,0.0740740740740741,46,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,2330,35,109,217,241,316,317,588,378,105,24,0,0 to 118,53,708,1617,5,2330,0,0,276,1104,4,1227,6,1111,1219,0,0,2330,879,232,0,0,292,819,0,1111,14,35,118,154,198,168,236,137,41,10,0,0 to 93,47,762,298,34,17,37,1061,13,65,0,59,0,0,41,1111,819,292,1111,0,0,8878,0,10005,8878,1111,41,1115,1114,{254BD11B-C8FE-4E18-B61D-A60A5658D980},5,62,67,0.0746268656716418,47,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,2879,67,154,355,378,364,422,506,317,198,112,6,0 to 118,47,1612,1255,12,2876,3,0,340,1341,34,1349,4,1214,1661,0,4,2872,898,315,1,0,590,623,0,1213,19,59,164,181,170,194,214,124,65,24,0,0 to 107,45,816,286,58,53,34,1127,52,144,0,73,0,0,15,1214,624,590,1213,1,0,6197,2,7433,6199,1214,15,1830,1799,{588F1D06-056B-4AF5-A2E7-A5366C833BA5},0,159,159,0,45,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,3103,67,254,437,415,454,506,457,313,148,50,2,0 to 102,43,1553,1542,8,3093,10,0,222,1333,13,1716,82,1289,1811,1,2,3090,1232,49,7,1,527,752,2,1281,16,68,207,223,220,242,181,85,35,12,0,0 to 102,40,861,230,103,87,63,1086,132,128,0,60,1,0,11,1289,754,533,1281,8,0,9857,2,11192,9859,1289,11,1927,1852,{72742CEE-2B13-49F0-BE2B-615F9835DD19},7,330,337,0.0207715133531157,40,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,29848,372,831,2795,3467,3482,4140,5982,4975,2768,988,48,0 to 119,54,16615,13077,156,29787,61,0,2279,23148,107,9143,343,10849,18992,0,7,29780,10579,215,51,4,5764,4951,79,10794,116,425,1744,1695,1459,1485,1646,1099,710,468,2,0 to 105,44,5901,1232,918,2743,1191,6364,3239,1652,13,976,5,1,367,10849,4980,5790,10794,55,0,107129,14,118061,107143,10849,367,3042,2984,{943DB4A8-472C-444E-B81A-0E7CF9758CA2},106,1484,1590,0.0666666666666667,44,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,40731,1020,2079,4799,6205,6071,5941,5749,4632,2856,1269,110,0 to 119,45,22446,18021,264,40550,181,0,6355,24596,231,16419,460,22332,18309,1,89,40460,19959,2267,90,16,11836,10246,144,22226,470,1272,3351,3903,3703,3303,2776,1799,1135,608,12,0 to 103,40,12775,3952,1922,3577,6358,11210,4658,3144,21,2312,17,2,602,22332,10292,11896,22226,106,0,131839,79,154374,131918,22332,602,9772,9207,{233F5CAC-222A-4EE3-81FE-76BB2A2139F5},74,2473,2547,0.0290537887711033,40,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,27317,482,1483,3253,4475,4513,4574,3852,2660,1331,518,176,0 to 155,43,14767,12415,135,27166,151,0,4047,15631,390,9707,399,13778,13301,2,236,26930,13550,106,120,2,7155,6451,50,13656,233,758,2067,2619,2482,2353,1561,945,517,234,9,0 to 105,39,5343,867,4417,3029,7230,3009,3417,1336,15,767,10,2,185,13778,6535,7192,13656,122,0,81176,28,95122,81204,13778,185,7580,7073,{98FBCDAD-181A-4269-A498-787173F6E740},79,1658,1737,0.0454807138744963,39,3.375268581975384,0.3579282820217912
